,sentence
2052,경찰은 투자설명회로 회원을 모집해 확실한 수익체계 없이 고수익을 보장한다거나 다른 투자자를 유치하면 추천 수당을 준다고 현혹하는 등의 권유는 범죄일 가능성이 크다며 주의를 부탁했습니다.
2053,■절박하다…어깨 많이 무거워져 삼성전자는 이날 오전 이사회를 열어 이재용 삼성전자 부회장의 회장 승진을 의결했다.
2054,이사회는 이날 이 회장 승진을 의결한 이유로 글로벌 대외여건이 악화되고 있는 가운데 △책임경영 강화 △경영안정성 제고 △신속하고 과감한 의사결정이 절실하다고 판단했다고 설명했다.
2055,글로벌 경기침체 위기 극복을 위한 강력한 리더십을 갖추기 위해 이사회의 의견이 모아진 것으로 풀이된다.
2056,이 회장은 지난 몇 년간 우리는 새로운 분야를 선도하지 못했고 기존 시장에서는 추격자들의 거센 도전을 받고 있다며 절박하다.
2057,이어 우리가 어떻게 대응하느냐에 따라 기회가 될 수 있다며 어렵고 힘들 때일수록 앞서 준비하고 실력을 키워나가야 한다.
2058,■광주사업장 회장 취임후 첫 행보 이 회장이 구상하는 뉴 삼성에 대한 비전도 엿보인다.
2059,이 회장은 창업 이래 가장 중시한 가치가 인재와 기술이라며 세상에 없는 기술에 투자해야 한다.
2060,이번 회장 취임 역시 책임경영을 위한 것으로 승진 이후에도 이 회장은 보수를 받지 않을 것으로 알려졌다.
2061,성태윤 연세대 경제학과 교수는 이 회장이 등기이사가 돼 그에 맞는 실질적 권한과 책임을 행사하는 게 맞다고 본다면서 신성장동력을 발굴하고 기존에 잘하던 분야의 추가 성과를 내 위기 속에서 실적을 반전시켜 나가는 모습을 보여줘야 한다고 말했다.
2062,대통령의 덕목이 이 대표에겐 별것 아닌가대입 실패한 수험생도 몇 달은 자중한다 필자가 만나 본 이재명 민주당 대표는 놀랍도록 유연한 사람이었다.
2063,이미 당시에 대장동 의혹 권순일 대법관과의 재판 거래 의혹 등이 불거진 상태였지만 이 모든 문제를 헤쳐나갈 수 있다는 자신감도 충만해 보였다.
2064,이 대표가 행정에도 ‘유연성’을 발휘해 거침없이 의사 결정을 하다가 이런 문제들이 생긴 것 아닌가 하는 생각도 해 보았다.
2065,/연합뉴스										지금 대장동 의혹에 대한 수사는 이 대표를 향해 다가가고 있다.
2066,만약 대장동 일당에게서 흘러나온 돈이 민주당 내 경선에 쓰였다거나 이 대표 본인에게 돈이 전달된 것으로 밝혀지면 이 대표는 더 이상 정치를 하기 어려울 것이다.
2067,이런 가운데 필자가 이 대표에 대해 갖게 된 새로운 의문은 최근 언론에 작게 보도된 뉴스였다.
2068,누구는 주식 투자는 누구든 할 수 있고 대선 후보라고 하지 말란 법이 없다고 한다.
2069,또 어떤 이는 방위산업 주식을 산 이 대표가 국회 국방위원회에 들어간 것이 문제라고 한다.
2070,민주당 전재수 의원이 말했듯이 대선 패배 후 이 대표를 지지한 절반 가까운 국민이 충격과 상실감에 ‘널브러져’ 있는데 누구보다 죄스럽고 무거운 마음이었을 대선 후보가 그 판국에 오를 것으로 보이는 종목을 골라 주식 투자를 했다는 것이다.
2071,그런데 어떻게 대선이란 전 국가적 시험대에서 실패한 사람이 곧바로 주식을 사는가.
2072,한번은 지하철에서 낙선한 전 의원을 우연히 만났는데 도저히 그 사람이라고 생각할 수 없을 정도로 초췌했다.
2073,다른 한 사람은 매일 악몽을 꾸는데 그 악몽은 자신이 당선되는 꿈이라고 했다.
2074,김영삼 김대중 전 대통령은 대선에서 패한 뒤 그야말로 이를 악물고 와신상담했다.
2075,김영삼은 민정당이란 호랑이굴로 걸어들어갔고 김대중은 중앙정보부 창시자인 김종필 앞에 무릎을 꿇었다.
2076,이 대표를 묻지 마 지지하는 사람들을 빼고 이 대표를 찍은 수많은 사람들도 대체 무슨 생각이었느냐고 묻고 싶을 것이라 생각한다.
2077,이것도 이 대표 특유의 ‘유연함’인가 하고 여러 생각을 해봤지만 답을 찾을 수 없었다.
2078,민주당이라는 최대 정당의 대통령 후보가 된 사람 대선에서 국민의 절반에 가까운 지지를 받은 사람 그리고 다음 대선에 또 나설 가능성이 높은 사람은 정치를 하는 동안만이라도 자신의 사적 이익과 결별해야 한다.
2079,그는 성남시장 시절에도 자신이 주식을 갖고 있는 기업에 큰 이익이 될 결정을 내렸다.
2080,이 대표는 마치 한 판의 게임에 진 사람이 곧바로 다른 소소한 게임을 한 것 같다.
2081,다만 대통령이 누구보다 공적 헌신을 하고 이에 대한 성찰과 고민을 해야 하는 자리라는 사실을 부인하는 사람은 없을 것이다.
2082,일반적 기준 이상의 윤리적인 태도 사적 이익에 초연함 오해받을 수 있는 처신에 대한 경계 등도 마찬가지다.
2083,대통령이 되겠다는 이 대표는 대통령이 갖춰야 할 이런 덕목에 대해 어떤 생각을 갖고 있는지 궁금하다.
2084,민주당 대통령 후보로 막대한 득표를 한 이 대표도 그런 역사의 무게를 느껴야 마땅하다.
2085,한국 정치가 산업화 민주화 다음에 선진화가 아니라 저질화로 가고 있다지만 이것은 대체 무슨 경우라고 해야 할지 알 수가 없다.
2086,주가가 이렇게 뚝뚝 떨어지는데 왜 증권사 애널리스트들이 낸 보고서에 매도(sell)의견은 없냐는 것입니다.
2087,특히 목표주가(target price)는 낮추면서 투자의견은 요지부동인 경우가 비일비재합니다.
2088,이번엔 애널리스트가 어떻게 목표주가를 산정하는지 그리고 투자의견은 어떻게 내는지 간략히 알아보려 합니다.
2089,우선 가장 먼저 유념하셔야 하는 건 가치(value)와 가격(price)의 차이입니다.
2090,꽤나 어려운 용어들도 막 나오고 하는데 마트에서 두부 한 모 고르는 것과 아무런 차이가 없습니다.
2091,상대가치는 특정 물건의 가치를 다른 비슷한 물건들과 비교해서 정하는 것입니다.
2092,이게 주가수익비율(PER)을 이용해 상대가치 측정 방법으로 구한 목표주가입니다.
2093,(PER에 대한 이야기는 앞선 투자뉴스 뒤풀이 마트에서 찾은 주식 PER 원리와 개념을 참조해주세요.
2094,얼마나 프리미엄을 줄 것이냐 디스카운트할 것이냐는 애널리스트 주관의 영역이고 그걸 잘하는 게 실력입니다.
2095,자 그런데 요새 애널리스트 리포트를 보다보면 해당 종목은 문제가 없는데 동종업계 경쟁사(peer) 밸류에이션이 하락해서 목표주가를 내렸다는 표현을 볼 수 있습니다.
2096,E두부 자체엔 문제가 없지만 시장 상황 경쟁사 가격 등의 문제로 목표주가가 내려갑니다.
2097,아래 캡처해 놓은 DB투자증권의 크래프톤에 대한 목표주가 변경이 바로 그 예입니다.
2098,A~D두부 가격은 시장에서 제대로 가치를 인정받고 있다는 것이 전제돼야 E두부 가격도 그에 비교해서 구할 수 있는 것입니다.
2099,요건 상대가치법보다는 조금 어려울 수 있지만 원리 자체만 놓고 보면 별거 없습니다.
2100,)이걸 역으로 적용해서 미래가치를 현재가치화 하는 걸 할인(discount)한다고 하고 그때 금리를 할인율(discount rate)라고 합니다.
2101,쿠폰채라면 쿠폰이 올라갈 것이고 만기엔 돌려받을 원금이 명시돼 있으니까요.
2102,때문에 채권 가격을 결정하는 건 분모인 금리가 얼마나 변하고 또 그것에 얼마만큼의 스프레드(spread)가 붙냐에 달렸죠.
2103,또 회사가 벌어들이는 현금(Free cash flow)을 올릴 수도 있습니다.
2104,잔여이익(Residual income)이란 개념도 고안해 분자에 두기도 합니다.
2105,각각 분모에 뭘 올리느냐에 따라 배당-GGM(Gordon Growth Model) 현금-DCF(Discounted Cash Flow) 잔여이익-RIM(Residual income Model) 등 다양한 이름이 붙습니다.
2106,각각의 장단점은 뭐고 어떤 기업에 적합한지 등을 설명하려면 너무 길어지고 또 구태여 그렇게까지 아실 필요는 없으실테니 넘어가죠.
2107,(주식시장의 기본 전제가 영속기업 즉 영원히 죽지 않고 경제활동을 하는 기업입니다.
2108,몇 년하다 문 닫을 기업이라면 주식이 무슨 필요겠어요)기업이 성장하면 배당도 늘 것이고 현금 창출력도 좋아지겠죠.
2109,무엇보다 채권보다 훨씬 위험한 주식을 채권처럼 시중 금리로 할인하면 될까요?
2110,그렇게 구해서 적용하는 할인율이 COE(cost of equity)입니다.
2111,혹은 요구수익률(required rate of return on equity)이라고도 합니다.
2112,기업 입장에선 비용(cost)인 것이고 투자자 입장에선 위험한 주식에 투자한만큼 이만큼은 받아야겠다(required)는 수익률입니다.
2113,앞서 말씀드린대로 기업 성장을 고려한 수정할인율을 써서 하나의 식이 완성되었습니다.
2114,위 보고서를 보면 이익추정치를 낮추면서 목표주가도 하향조정한 것을 확인할 수 있습니다.
2115,그런가하면 분자(배당 혹은 이익 성장률)가 줄지 않아도 분모가 커지면 목표주가는 떨어지게 됩니다.
2116,최근 급격한 금리 인상으로 목표주가를 변경하는 경우가 속출하는 이유입니다.
2117,바로 아래 RIM을 이용해 크래프톤 목표주가를 제시한 NH투자증권 보고서를 보시면 바로 그 이유가 설명돼 있습니다.
2118,목표주가와 현재 주가가 많이 차이가 나니깐 꼭 오를 것이라고 단정지을 수도 반드시 목표주가에 오를 것이라고 덮어두고 믿는 것도 모두 잘못입니다.
2119,당장 해당 종목 주가가 크게 떨어졌다고 목표주가를 그때그때 수정하지는 않습니다.
2120,하나의 큰 흐름에서 현재 주식시장 전문가들이 상황을 어떻게 보는지 알려주는 강력한 신호입니다.
2121,최근 제가 몸담고 있는 CFA한국협회에서 개최한 Korea Investment Conference에서 패널로 참석하신 이효석 업라이즈 이사께서 아주 좋은 말씀을 인용해주셨습니다.
2122,목표주가가치(value)란 점에서 목표주가는 시대의 가치가 어디로 흘러가는지 보여주는 하나의 바로미터인 셈입니다.
2123,위에 말씀드린대로 해당 기업에는 아무 문제가 없지만 외부 환경이 변해서 목표주가가 하향조정된 것이라면 투자의견이 달라질 이유는 없습니다.
2124,증권사마다 구체적인 기준은 다르지만 투자의견을 제시하는 정량적인 기준이 있습니다.
2125,한국투자증권의 투자의견 제시 기준아시다시피 우리나라 증권사들은 매도 의견에 참 인색합니다.
2126,언뜻 생각하면 국내 증권사 애널리스트들이 제대로 일을 안하는 것 같습니다.
2127,하지만 단언컨대 증권사 애널리스트분들이 이런저런 전문가를 자처하는 비공식 재야의 고수들보다 열배 백배 더 열심히 일하고 공부하고 노력합니다.
2128,그런 그들이 투자의견을 소신대로 자유롭게 내지 못하는 이유를 어디서 찾을 수 있을까요?
2129,애널리스트 개개인의 잘못이라고 비판하는 것은 너무 일차원적이고 본질을 외면하는 것입니다.
2130,CFA 자격증을 취득한 뒤 CFA한국협회 금융지성위원회에서 활동하고 있습니다.
2131,정보를 알기 쉽게 전달해야 하는 기자로서 사명감에 CFA의 전문성을 더해 독자 여러분께 동화처럼 재미있게 금융투자 뉴스를 설명드리도록 하겠습니다.
2132,본격적인 주가 회복은 중국의 제로 코로나 정책 완화와 이에 따른 중국의 소비 회복 한국 화장품 브랜드 회복력이 갖춰질때 이루어질 것으로 판단했다.
2133,이어 “이유는 마진이 높은 면세 채널의 부진 지속과 원부자재 가격 상승에 따른 음료와 생활용품 부진 때문이라고 분석했다.
2134,중국내 소비트렌드가 돼버린 궈차오(애국주의에 따른 자국 제품 선호현상)와 글로벌 경쟁사의 공격적 마케팅으로 한국 화장품 브랜드력이 하락하고 있다는 판단이다.
2135,김 연구원은 “PWC 설문에 따르면 중국 국산 브랜드에 대한 선호도는 작년 대비 크게 높아졌다며 “글로벌 화장품 기업 대비 브랜드 파워가 약하고 브랜드 수가 적은 한국 화장품이 더 큰 타격을 받았을 것이라고 분석했다.
2136,김 연구원은 “당사의 매수의견 개시 후에 LG생활건강의 주가 흐름은 부진했다.
2137,그 이유는 당사의 판단보다 LG생활건강을 포함한 한국 화장품의 브랜드력 하락이 중국 현지에서 빠르게 진행됐기 때문이라며 “중국 내 제로코로나 정책이 이어지면서 한국 면세 산업의 업황이 부진하다고 판단했다.
2138,이번 라운드에는 기존 주주인 캡스톤파트너스가 후속 투자사로 함께했으며 BNK벤처투자 케이브릿지인베스트먼트 등이 신규 투자자로 참여했다.
2139,또한 신규 사업으로 추진 중인 중장기 레지던스 플랫폼 개발 및 실버 스테이 서비스 고도화에도 가속도를 붙일 예정이다.
2140,BNK벤처투자 노태석 부장은 “숙박 시장에서 다년간 노하우를 쌓아 온 만큼 위드 코로나 시대 속 지냄의 성장이 더욱 기대돼 이번 투자를 결정했다며 “숙박 시장의 구조적 문제 해결은 물론 웰니스 실버 등 라이프스타일과 연계한 새로운 비즈니스 모델을 바탕으로 숙박 생태계 시장을 선도해 나가길 바란다고 말했다.
2141,지냄 이준호 대표는 “지금까지 응축해 온 노하우와 데이터를 바탕으로 전국 주요 생활형 숙박시설 확장 및 부동산 개발은 물론 레지던스 예약 플랫폼 실버 산업 등 호스피탈리티 산업을 리드하는 다양한 서비스를 추진할 계획이라고 밝혔다.
2142,한편 지냄은 지난달 그랜드 하얏트 호텔 출신 최고 브랜드 책임자 심우섭 부대표(CBO)를 선임하고 실버와 웰니스가 결합된 플랫폼 사업 추진에 박차를 가하고 있다.
2143,또한 글로벌 진출을 위해 베트남의 글로벌 호텔 브랜드와 협약을 마무리 지었으며 베트남 진출을 발판삼아 향후 동남아시아 지역의 호텔 리조트 레지던스 등과 파트너십을 늘려 나갈 예정이다.
2144,‘슈퍼소닉 헤어드라이어’ ‘에어랩 스타일러’를 중심으로 한 헤어기기 사업을 본격 확장한다는 방침이다.
2145,그는 “그동안 헤어기기 사업에 많은 투자를 해왔고 앞으로도 대규모 투자를 이어갈 생각이라고 강조했다.
2146,다이슨은 당시 청소기에 쓰던 디지털 모터 기술을 활용해 ‘슈퍼소닉 헤어드라이어’를 출시했다.
2147,이후 ‘에어랩 스타일러’ 등 과도한 열 손상 없이 모발을 건조하면서 스타일링할 수 있는 각종 기기를 선보였다.
2148,다이슨 창업주는 “전 세계적으로 모발 관리에 대한 관심이나 중요도가 높아지고 있어서 관련 시장도 커지는 분위기라며 “작으면서도 강력한 모터로 더 빠르게 머리를 말리고 쉽게 스타일링하도록 제품 성능 전반을 향상할 것이라고 말했다.
2149,그는 “새로운 기술 및 분야를 계속 개척하겠다며 “모두가 놀랄 다양한 유형의 제품을 곧 내놓겠다고 덧붙였다.
2150,제임스 다이슨 다이슨 창업주 겸 수석 엔지니어가 전기 모터를 보며 설명하고 있다.
2151,신제품의 기본 콘셉트는 모발 손상을 획기적으로 줄이는 데 중점을 둔다는 설명이다.
2152,롭 스미스 다이슨 수석 헤어 연구자는 “건강한 모발을 만들려면 과도한 열에 대한 노출을 최소화하며 모발 손상을 예방해야 한다고 말했다.
2153,KB증권 측은 고액자산가의 투자상품이던 채권 투자가 전반적으로 확산하며 채권 투자의 고객층 저변이 확대되고 있다고 설명했습니다.
2154,추 부총리는 이날 생중계된 비상경제민생회의에서 벤처기업 투자에 대한 민간 의욕이 꺾이고 있다는 이영 중소벤처기업부 장관의 발언에 대해 이같이 말했다.
2155,민간 벤처 모펀드란 일반 기업 등 민간에서 출자금을 모집해 창업·벤처기업 투자 목적의 개별 자펀드에 출자하는 민간형 재간접펀드(fund of funds)를 의미한다.
2156,그간의 정부 주도 투자 방식에서 변화를 꾀해 민간이 투자 자금 조달·운용을 모두 맡는 민간 주도 방식을 도입하는 것이다.
2157,이로써 민간 모펀드는 수익성 높은 분야에 집중하고 정부 모펀드는 청년‧여성·초기 등 시장 과소 투자 영역과 초격차 등 정책 필요성이 높은 분야를 뒷받침한다는 구상이다.
2158,추 부총리는 재정 건전성이 흔들리지 않는 범위 내에서 (벤처 투자 활성화를) 아낌없이 지원하겠다며 정부의 벤처 자금 지원도 중요하나 민간의 자금이 벤처 쪽으로 많이 흘러가도록 하는 게 굉장히 중요하다고 언급했다.
2159,특히 추 부총리는 이를 위해선 투자 전망이 좋아야 한다며 (정부가) 인센티브 구조를 만들어 줘야 한다고 주장했다.
2160,이에 따라 정부는 국회의 법 개정에 발맞춰 법인이 민간 벤처 모펀드에 투자하는 경우 세액공제 혜택을 주는 제도를 신설하겠다고 밝혔다.
2161,여기에 모펀드 운용사의 자산 관리·운용 용역에 대한 부가가치세는 면제할 계획이다.
2162,추 부총리는 모펀드 운용사에 부가세 면제 등 세제 지원을 대대적으로 할 것이라며 민간 자금이 벤처 쪽으로 많이 흘러갈 수 있도록 세제를 보강하겠다고 강조했다.
2163,이에 대해 윤석열 대통령은 투자 수익에 과감한 세제 혜택을 주면 정부는 투자를 늘리는 것이기에 사실 손해 볼 것은 없지 않나라면서 중기부 장관도 기재부에 좀 강력히 요청해 세제 지원을 아주 대폭 이끌어 내달라고 당부했다.
2164,민간 모펀드와 관련한 구체적 방안은 관계부처 협의를 거쳐 다음 달 초 발표된다.
2165,현재 현대차가 미국에서 판매하는 전기차는 국내에서 전량 생산해 수출하기에 미국 인플레이션 감축 법안(IRA)에 따른 세액 공제 혜택 적용을 받을 수 없다.
2166,인플레이션 감축법(IRA) 세부 시행령을 마련 중인 미국 정부를 의식한 행보로 풀이된다.
2167,현대차그룹이 미국 시장에서 전기차 가격 경쟁력을 확보하려면 IRA 예외 규정이 필요한 상황이다.
2168,현대차그룹은 이날 미국 조지아주 브라이언 카운티에 위치한 전기차 전용 신공장 부지에서 기공식을 진행했다.
2169,기공식에는 정의선 현대차그룹 회장을 비롯한 경영진과 주정부 주요 관계자들이 참석했다.
2170,신공장은 현대차 기아 제네시스 등 현대차그룹 모든 브랜드가 사용하는 공용 공장으로 지어진다.
2171,현대차그룹은 전기차 핵심부품인 배터리의 원활한 수급을 위해 인근에 배터리셀 공장도 건설한다.
2172,조지아주는 새 일자리 창출 효과 등을 고려해 자국 정부에 현대차그룹에 대한 IRA 적용 유예를 요청하고 있다.
2173,지역 정치인들도 현대차그룹 매출 감소에 따른 투자 계획 차질이 우려된다며 정부가 융통성을 발휘해야 한다는 입장을 밝혀왔다.
2174,하지만 미국에서 생산하고 미국에서 만들어진 배터리와 핵심 광물을 일정 비율 이상 사용해야만 혜택을 받도록 했다.
2175,국내에서 전기차를 전량 생산해 미국으로 수출하는 현대차그룹은 대상이 아니다.
2176,현대차그룹은 IRA 대응 속도를 높이기 위해 기존 내연기관차 생산라인의 전기차 용도 전환도 적극 검토할 방침이다.
2177,글로벌 벤처 생태계 교두보 기대 정희준(왼쪽부터) 신한투자증권 실리콘밸리 사무소장 이영창 사장 윤상수 샌프란시스코 총영사 박용민 코트라 실리콘밸리무역관장이 신한투자증권 실리콘밸리 사무소 개소를 기념해 케이크를 커팅하고 있다.
2178,신한투자증권은 현지 네트워크를 구축 글로벌 최신 트렌드 분석과 유망 스타트업 발굴 투자 기회도 모색한다.
2179,신한투자증권은 뉴욕과 홍콩 베트남과 인도네시아에 현지 법인을 운영 중이다.
2180,이영창 사장은 “금융시장 불확실성이 증가하지만 세계 최고 인재와 기술이 결집한 실리콘밸리는 혁신과 성장을 멈추지 않을 것이다며 “신한투자증권이 가진 투자 역량과 IB 전문성이 결합해 실리콘밸리에 미래를 위한 투자의 씨앗을 심겠다고 밝혔다.
2181,이번 행사에는 KDB산업은행 한국투자공사(KIC) 대한무역투자진흥공사(KOTRA) 등 국내 금융기관과 SK·LG·한화 등 대기업 현지법인 대표가 참석했다.
2182,신한투자증권은 실리콘밸리 진출을 계기로 해외 벤처기업과 접점을 찾고자 하는 국내 중견·중소기업에 큰 도움이 줄 수 있을 것으로 기대하고 있다.
2183,신한투자증권은 기술력을 갖고 있지만 독자적인 해외 진출이 어려운 국내 기업을 대상으로 실리콘밸리 유망 스타트업과 협업 주선·투자 대행·현지 기술 동향 리서치를 통한 정보 제공 등 다양한 서비스를 제공할 계획이다.
2184,이데일리 이다원 김응열 기자“설비투자(CAPEX) 관련해 연초 계획에서 큰 변동 없이 유사한 수준으로 진행할 계획이다.
2185,사업부별로는 기존 사업 확대 제조 혁신 고도화·지능화 및 디지털 전환(DT) 투자를 꾸준히 진행해 창원 등대공장 등 실제 적용 사례를 만들어가고 있다.
2186,하지만 사업 포트폴리오 고도화 및 신규 사업 발굴을 위한 투자도 강화하되 불요불급한 투자는 최소화하고 투자 효율화 노력을 통해 글로벌 경기 침체 및 수요 둔화에 대응하면서 지속적으로 재무는 건전성을 유지해 관리하도록 하겠다.
2187,이와 함께 최근 몇 년 동안 우수연구자확보를 가로막은 공공기관 블라인드 선발제도를 우선적으로 전면 폐지하겠다면서 발전 전략을 고민해달라 당부했습니다.
2188,재판매 및 DB 금지(창원연합뉴스) 황봉규 기자 경남도가 서울에서 대규모 투자유치 설명회를 열고 경남 경제부활의 신호탄을 쏘아 올렸다.
2189,박 지사는 파격적인 투자 인센티브 제공과 기업하기 좋은 환경조성을 통해 경남에 투자한 기업들이 성공할 수 있도록 최선을 다하겠다며 진해신항 남부내륙철도 가덕도신공항 등 트라이포트를 통해 교통·물류 경쟁력이 한층 더 높아져 기업투자에 최적지다라고 경남의 우수한 투자환경을 소개했다.
2190,국도화학은 밀양 나노융합국가산업단지에 응용 복합소재 생산시설을 신설할 계획으로 투자를 결정했다.
2191,경남도는 이번 투자협약에서 기존 주력산업을 고도화할 수 있는 항공기와 중장비는 물론 미래의 새로운 먹거리로 주목받는 해상풍력 나노 응용 복합소재 미래차 등 신산업 투자를 대거 유치해 경남이 투자지역으로 입지를 다져나갈 것으로 기대했다.
2192,경남도는 이러한 기업들의 투자 약속에 부응하고 지속적인 투자유치 활성화를 위해 경남만의 파격적인 투자 인센티브를 내놨다.
2193,이러한 투자 인센티브 개편안은 올해 하반기 조례 개정 등을 거쳐 내년부터 본격 시행할 예정이다.
2194,건설사와 자산운용사 호텔·리조트사 관련 기업 대표 한국관광협회중앙회 중화동남권여행업협회 한국관광공사 수도권 여행사 대표 등을 대상으로 경남 관광시설 투자 대상지의 매력을 알렸다.
2195,당신을 기다리는 곳 경상남도라는 주제로 열린 설명회는 경남만의 특색있는 테마별 관광지와 권역별 관광 홍보 관광객 유치 시 지원받을 수 있는 인센티브와 기업 인센티브 투어를 자세하게 안내했다.
2196,투자대상지로 창원 명동 마리나시설 사천 신수도 어항 거제 고현항 항만재개발 고성 자란도 해양치유센터 하동 금오산 레포츠단지 등 남해안권과 진주 진양호 근린공원 김해 낙동강레일파크 함양 백연유원지 등 내륙권을 각각 소개했다.
2197,설명회에서는 관광을 겨냥한 숙박과 관광시설 건립을 위해 경남도와 사천 거제 김해 민간투자기업과 업무협약도 함께 진행했다.
2198,경남도는 이들 기업과 협약으로 사천과 거제에 각각 관광호텔을 건립하고 김해에 아쿠아리움 사천에 대관람차 등 관광시설을 지어 서로 협력해 나가기로 했다.
2199,머스크 CEO와 미래에셋 측은 이번 투자와 관련 공식 입장은 내놓지 않고 있다.
2200,하지만 최근 은행들이 트위터 등 사회연결망서비스(SNS)의 미래가 불투명하다며 대출 중단을 선언한 것으로 알려졌다.
2201,이와 관련 시장 전문가들은 머스크 CEO가 트위터 인수자금 마련을 위해 테슬라 주식을 대량 매각할 가능성이 있다고 경고했다.
2202,이에 트위터는 인수 강제 이행 관련 소송을 제기했고 머스크 CEO는 소송이 시작되기 전 돌연 트위터를 다시 인수하겠다며 입장을 바꿨다.
2203,KT SK C&amp;C 교원그룹 등 대·중견 기업 관계자들과 기술협력 공동사업화 등 협력 방안 논의도 이어졌다.
2204,최태조 광주시 인공지능정책과장은 투자자와 기업들에 유망 AI 스타트업을 소개하는 자리였다며 광주가 기업에는 성장의 기회 투자사에는 사업 확장의 기회를 제공하게 되기를 기대한다고 말했다.
2205,향후 양사는 전략적 파트너십을 맺고 아시아 지역 동영상 크리에이터 성장을 가속화하기 위해 협업한다.
2206,젤리스맥의 아시아 지역 최대 규모의 투자를 이끌어 낸 웹티비아시아는 향후 새로운 스튜디오 공간 구축 제품 출시 양질의 콘텐츠 제작 등 다양한 분야에서 비즈니스 추진을 동력을 얻게 됐다.
2207,또 이번 파트너십을 통해 젤리스맥의 톱 글로벌 크리에이터에 대한 지원을 더욱 강화하고 아시아 태평양 지역의 크리에이터에게 콘텐츠 투자 효과를 극대화할 수 있는 기회와 리소스를 제공하겠다는 웹티비아시아의 목표를 이룰 수 있게 됐다.
2208,크리에이터 육성 솔루션인 젤리파이는 크리에이터가 젤리스맥의 고유 알고리즘을 사용해 동영상 퍼포먼스를 분석하고 향후 수익을 예측하고 동영상 가치를 계산하여 금융 옵션을 받을 수 있는 프로그램이다.
2209,크리에이터는 자금을 선불로 지원받아 콘텐츠 기획과 제작에 몰두할 수 있다.
2210,젤리스맥은 지난해 소프트뱅크로부터 시리즈C 투자 유치에 성공한 후 지속적으로 사업 확장을 이어 나가고 있으며 이번 파트너십으로 인해 아시아 지역에서 빠르게 사업을 확장해나갈 것으로 관측된다.
2211,젤리스맥의 APAC 총괄 매니저 Ezechiel Ritchie는 웹티비아시아와의 제휴로 아시아 지역의 크리에이터에게 투자를 하게 된 것은 매우 특별한 기회라며 그들은 아시아의 트렌드를 이끌고 있으며 이번 투자 계획을 통해 크리에이터 성장을 촉진할 수 있는 중요한 파트너십이다.
2212,또한 이 계획은 아시아 지역의 콘텐츠 크리에이터에게 큰 영향을 미칠 것이며 새로운 금융 기술과 결합 다양한 솔루션을 통해 스케일 업 시킬 수 있을 것이라고 밝혔다.
2213,크리에이터를 스타로 성장시킨다는 기업의 비전을 통해 지금까지 유명 영화 제작자 배우 라이브 스트리머 블로거 게이머 음악가 기업가 등을 배출했으며 구글/유튜브 메타 틱톡 유니버설 무직 워너 뮤직 텐센트 등 글로벌 미디어 기업과 제휴해 아시아의 디지털 인재를 공동 육성하고 있다.
2214,사회적 거리두기 해제 등으로 민간 소비가 늘고 반도체 등을 중심으로 설비투자도 증가하면서다.
2215,크리스틴컴퍼니는 데이터 기반의 신발 제조 플랫폼 ‘신플’을 구축한 스타트업이다.
2216,최신 트렌드를 반영할 수 있어 MZ세대를 타겟하는 개성 있는 신진 브랜드로부터 큰 호응을 얻고 있다.
2217,대형 브랜드 역시 트렌드에 맞춰 신상품을 출시할 수 있고 유연한 시장 대응으로 재고 리스크를 감소할 수 있다며 높은 만족도를 표하고 있다.
2218,이번 투자를 리드한 기술보증기금 벤처투자팀 김소현 차장은 크리스틴컴퍼니는 기존 신발 산업을 디지털로 전환해 신발 SCM 혁신 기반을 구축했다라며 “여러 신발 공장과 함께 성장할 수 있는 사업 모델이라는 점에서 더욱더 의미가 크고 향후 국내 신발 산업 파이를 키울 수 있는 대표 패션테크 기업으로 성장하길 기대한다.
2219,크리스틴컴퍼니 이민봉 대표는 “최근 스타트업 투자 생태계가 어려운 상황 속에서도 크리스틴컴퍼니의 가치와 비전을 인정 받아 기쁘다라며 “플랫폼을 고도화해 신발 산업을 혁신하는 국내 대표 기업으로 성장하는 한편 글로벌 시장에도 진출하겠다라고 포부를 밝혔다.
2220,현재 전 직군에 걸쳐 신발 산업에 애정 있는 인재 또한 적극 채용하고 있다.
2221,윤 대통령은 취약계층 등 약자 지원과 관련해 우리 정부는 재정 건전화를 추진하면서도 서민과 사회적 약자들을 더욱 두텁게 지원하는 약자 복지를 추구하고 있다며 ▲기준 생꼐급여 최대 지급액 인상 ▲저임금 근로자 등 사회보험지원 대상 확대 ▲장애인 및 한부모 가족 맞춤형 지원 강화 ▲쪽방 거주자 주거 이주 지원 ▲전세사기 피해자 구제 ▲청년 원가주택 신규 공급 ▲노인 기초연금 인상 등을 위한 예산액을 밝혔다.
2222,이어 특히 생활 물가 상승으로 인한 서민들의 필수 생계비와 장바구니 부담을 덜어드리기 위한 예산도 적극 반영했다고 했다.
2223,윤 대통령은 또 첨단전략산업 및 과학기술 육성 등을 통한 미래 성장동력을 위한 투자 계획도 밝혔다.
2224,관련 상장지수증권(ETN) 상품은 상장 폐지 절차에 돌입하며 곳곳에서 경고음이 울리고 있다.
2225,홍콩 주가지수를 기초자산으로 삼은 주가연계증권(ELS)에 투자한 이들의 걱정도 날로 커지고 있다.
2226,유사한 구조의 ‘삼성 레버리지 항셍테크 ETN(H)’은 이날 오전 투자유의 경고를 받았다.
