,sentence
2842,서로를 색깔로 부르며 지구별 방위대에 몰입한 이펙스의 모습이 흐뭇한 미소를 유발했다.
2843,동심으로 돌아간 이펙스는 꼬리잡기 후 서로의 승부욕에 감탄하며 귀여운 신경전을 벌였다.
2844,이펙스는 다음 게임을 앞두고 더 뜨거운 열정을 불태우며 다음 화에 대한 기대감을 높였다.
2845,영상에는 남녀가 야심한 시간에 함께 수영장 데이트를 즐기는 모습부터 한 침대에 누워 이야기를 나누는 장면 등이 담겼다.
2846,기성세대에 비해 개방적인 젊은 층의 연애 성향을 담아내겠다는 취지로 읽히지만 시청자 사이에선 “자극적인 소재로 주목받으려는 단순한 발상 “하다하다 별 연애 프로그램이 다 생긴다 등 불쾌감을 표하는 댓글이 줄을 잇고 있다.
2847,지난해부터 우후죽순 제작된 연애 리얼리티 예능이 끝을 모르고 변주되면서 위험 수위를 넘나드는 프로그램까지 등장하고 있다.
2848,연애 예능이 대중의 이목을 끄는 방송계 트렌드임은 분명하지만 진정성이 결여된 채 말초적 자극만 추구하려는 설정은 해로울 수 있다는 지적이 나온다.
2849,지난해 티빙 환승연애 ENA PLAY 나는 솔로 등 일부 연애 예능의 흥행 이후 수많은 비슷한 포맷의 프로그램이 쏟아졌다.
2850,지난 몇 년간 먹방·육아·스포츠 등 시청자의 관심사와 시대 흐름에 따라 예능이 집중하는 소재도 달라졌다.
2851,데이팅 리얼리티 역시 여러 사회구조적 이유로 연애가 힘든 세대에게 대리만족과 관계에 대해 탐구할 수 있는 장을 선사한다는 점에서 인기를 끄는 측면이 있다.
2852,‘환승연애’ 시리즈를 제작한 이진주 PD는 최근 인터뷰에서 연애 예능의 범람 현상에 대해 “딥(deep)한 리얼리티의 흥행이라고 본다며 “연예인이 아닌 나 혹은 내 친구를 대입해서 사람들의 다양한 심리를 깊이 있게 관찰할 수 있는 리얼리티에 대한 시청자 욕구가 강해졌고 (방송계가) 그에 응하는 현상 아닐까 싶다고 분석했다.
2853,사진 쿠팡플레이 ━ 남녀 혼숙에 체인으로 묶기까지…“얄팍한 시도 구분돼야 문제는 비슷한 연애 예능의 홍수 속에서 조금이라도 더 시청자의 눈길을 끌기 위해 자극적인 설정을 가미한 프로그램이 늘고 있다는 점이다.
2854,휴양지를 배경으로 과감한 노출 및 스킨십 남녀 침대 혼숙 등을 셀링 포인트로 내거는 ‘에덴’(iHQ) ‘썸핑’(웨이브) 등은 그나마 저자극 프로그램에 속한다.
2855,커플이 솔로인 척하며 다른 상대와 맺어지면 상금을 얻는다(‘러브 마피아’)는 설정부터 사이판으로 떠난 남녀가 체인으로 손을 묶고 생활하는(‘체인리액션’) 예능까지 점점 더 과감한 포맷이 시도되고 있다.
2856,이같은 과열 양상에 대해 김성수 대중문화평론가는 “연애 예능들 중에도 동성애나 이혼한 남녀의 사랑 등 우리 사회가 그간 터부시해온 관계나 선입견에 정면으로 도전하는 포맷들도 있다며 “이런 식으로 시대를 읽고 새로운 시각을 전달하려는 예능과 연애를 그저 선정적인 구도로만 소비하려는 얄팍한 기획은 분명히 구분돼야 한다고 말했다.
2857,이어 “비혼·비연애 등이 만연한 사회에서 연애를 진지하게 탐구하는 프로그램에 대한 수요는 당분간 이어질 것이라고 전망했다.
2858,선정적인 리얼리티의 출현은 콘텐트 플랫폼의 다변화에 따른 불가피한 흐름이라는 분석도 나온다.
2859,정덕현 대중문화평론가는 “자극 수위를 점점 높이는 매칭 프로그램은 대부분 신생 케이블 채널이나 OTT에서 제작되고 있다며 “비교적 적은 제작비로 소수 매니어층이라도 잡을 수 있는 기획이기 때문에 계속해서 만들어지는 것이라고 말했다.
2860,정 평론가는 “제작자들도 연애 예능으로 엄청난 시청자 반응을 기대하지 않는다며 “과거 보편적 시청자를 고려해야 했던 지상파와 달리 OTT나 케이블은 ‘싫으면 안 보면 된다’고 말할 수 있기 때문에 연애 예능을 지겨워하는 시청자 비판도 유효하지 않은 상황이라고 덧붙였다.
2861,깊은 밤 누군가는 같은 침대 위에서 설렘을 느끼고 누군가는 정말 잠만 자고 온다.
2862,연애 예능 프로그램들이 꼬리에 꼬리를 물고 이어지고 있지만 그럼에도 가장 확실한 흥행력을 보여주고 있다.
2863,이 트렌드에 편승하고자 하는 후발주자들은 더욱 과감한 포맷과 날것의 콘셉트로 차별화를 꾀한다.
2864,잠만 자는 사이 역시 제목부터 파격적인 콘셉트를 강조 수많은 연애 예능 속에서 존재감을 보여준다.
2865,자연스러운 만남 추구를 줄인 자만추가 아닌 자보고 만남 추구라는 해석을 바탕으로 만들어진 잠만 자는 사이다.
2866,앞서 웨이브는 세대에 따라 연애에 관한 인식과 방식은 분명히 달라졌다라며 솔직하고 당당하게 표현하는 MZ 세대의 사랑과 연애를 다룬다라고 설명했지만 우려의 목소리도 적지 않았다.
2867,수많은 연애 예능에 대한 기시감 MZ세대에 대한 잘못된 해석이라는 지적은 물론 앞서 나온 연애 예능 에덴이 혼숙을 강조하면서 많은 비판을 받았던 것처럼 화제성만 좇은 선정적인 내용이 아니냐는 시선이다.
2868,웨이브 잠만 자는 사이 제공다양한 의견 속에서 공개된 잠만 자는 사이는 기존 연애 예능의 익숙한 설정에 새로움도 추가했다.
2869,하트시그널 환승연애처럼 문자로 마음을 표현하고 솔로지옥처럼 매치가 된 남녀만 외출해 이때만 각자의 정보를 공개할 수 있다.
2870,이 숫자는 각자의 연애사와 관련된 것으로 보다 더 확실한 캐릭터와 관계도를 만든다.
2871,대부분의 연애 예능이 낮 시간대를 주목했다면 잠만 자는 사이는 카메라가 꺼지는 시간으로 해석됐던 밤 시간대에 초점을 맞췄다.
2872,상대에 대한 배려를 잊고 먼저 잠에 드는 출연자가 있는가 하면 사적인 대화도 자연스럽게 나누는 출연자가 있다.
2873,화려한 포장지와 세팅이 사라진 둘 만의 시간과 공간 속에서 출연자들은 더 솔직한 이야기를 나누게 된다.
2874,오롯이 연애 감정과 상대에만 몰입하기도 하고 자신과 맞지 않는 생활습관이나 가치관을 빠르게 확인하기도 한다.
2875,불이 꺼진 방을 담은 어두운 화면이 필연적으로 등장할 수 밖에 없는 잠만 자는 사이다.
2876,지나치게 사적인 순간이 중요하게 다뤄지는 점은 여전히 낯설지만 그만큼 더욱 긴장감을 자아낸다.
2877,잠만 자는 사이가 자극적인 콘셉트를 넘어 시청자의 과몰입을 이끌어낼 수 있을지도 관전 포인트다.
2878,화제성 비율은 프로그램 관련 기사 SNS 동영상에서 발생한 네티즌 반응을 분석해 매겨진다.
2879,입주자들은 아쉬움을 남기지 않기 위해 호감이었던 마음들이 어긋났던 시간에 대해 솔직하게 대화하며 또 다른 관계를 형성했다.
2880,방송 후 연예 온라인 커뮤니티에는 자막에 나온 것보다 영상 발언수위가 더 세다 무례한 것처럼 보이는 장면도 있어 깜짝 놀랐다는 의견이 올라왔다.
2881,연출을 맡은 김세훈 pd는 세분은 대한민국에서 최장수 드라마 전원일기의 주역들이자 당시 국민을 울고 웃긴 주인공이다라며 시청자분들이 이 세분의 조합을 그리워 할 것이라고 생각했다고 전했다.
2882,이어 국민의 마음을 사로잡았던 드라마처럼 ‘회장님네 사람들’도 전 세대를 아우르는 국민 예능이 되면 좋겠다.
2883,그동안 시간이 맞지 않아서 못뵈었는데 이번에 좋은 기회가 생겼다고 출연 이유를 전했다.
2884,귀한 막둥이 이계인은 당시 드라마를 촬영할 때 친남매처럼 많이 기댔던 두분과 같이한다고 하니 출연을 하지 않을 수 없었다며 훈훈한 분위기를 더했다.
2885,김세훈 pd는 최불암 선생님이 실제로 와주셔서 명절과 같은 즐거운 시간을 보냈다고 말했다.
2886,자칭 닭 전문가 이계인은 닭은 컨디션과 상황별로 울음 소리가 다르다며 닭이 배고플때 위험할 때 등 다양한 상황에 맞는 닭 소리를 재연해 발표회 현장을 웃음으로 물들였다.
2887,살아낸 연륜을 바탕으로 꺼내는 이야기들을 잘 들어달라며 많은 기대와 관심을 부탁했다.
2888,친형과 법적 분쟁 중인 박수홍이 ‘라디오스타’와 ‘편스토랑’에 연이어 출연하며 예능인으로서의 왕성한 활동을 예고했다.
2889,또한 ‘나 혼자 산다’에서 싱글 라이프를 보여줬던 허니제이가 임신과 결혼소식을 전한 가운데 ‘나혼자 산다’에서 연예인 비주얼과 스윗한 매력을 뽐낸 예비신랑을 공개하며 행복한 명예졸업을 맞았다.
2890,친형과 법적 분쟁으로 힘든 시기를 겪고 있는 그는 녹화 전날 대질 조사 과정에서 아버지의 폭행으로 실신한 소식이 전해져 걱정을 자아내기도 했다.
2891,뉴스에라고 너스레를 떨며 대답한 그는 앞으로 예능에 많이 나올 예정이라고 밝히기도.
2892,그는 고통스러운 시간 속에서도 자신에게 힘을 주는 사람들이 있었다고 동료인 유재석과 박경림 등을 언급하며 “이런 위기를 겪고 나니까 정말 내 편인 줄 알았는데 그렇지 않은 사람과 내 편을 정확하게 깨닫게 됐다고 털어놨다.
2893,또한 혼인신고를 한 아내와 소소한 행복을 느끼며 사는 일상을 고백하며 아내를 위한 결혼식을 계획하고 있다고 털어놓기도.
2894,특히 그는 자신을 반대했던 장인어른의 응원어린 말에 감동받은 사연을 공개하며 “장인어른이 댓글들을 보시고 ‘잘 살아온 것 같고 내 딸도 당신 아니면 안 된다고 하니 응원해줄게.
2895,대중들 곁으로 한발 더 다가선 박수홍이 앞으로 예능에서 어떤 활약을 보여줄지 기대의 눈길이 모아진다.
2896,허니제이는 코를 막고 잉어즙을 들이키는가 하면 오래전 허니제이가 입었던 배냇저고리를 간직해 온 어머니의 깊은 자식사랑에 눈물을 왈칵 쏟았다.
2897,또한 허니제이의 어머니는 예비사위를 첫눈에 보고 반했다고 밝히며 모녀를 사로잡은 예비신랑에 대한 궁금증을 고조시켰다.
2898,훤칠한 키와 연예인급 훈남 비주얼을 가진 예비신랑의 등장에 출연진들은 감탄을 금치 못했다.
2899,여기에 장모님의 취향까지 파악하고 있는 것은 물론 장모님을 향한 손편지까지 스윗하고 다정한 매력으로 “신랑의 정석이라는 감탄을 자아냈다.
2900,‘나혼산’에서 솔로 라이프를 공개했던 허니제이는 임신과 결혼으로 혼자가 아닌 셋이 되며 행복한 명예졸업을 하게 됐다.
2901,방송 후 허니제이는 자신의 인스타그램을 통해 “‘나혼자 산다’ 명예 졸업했습니다!
2902,여러분이 주신 많은 사랑과 축하들 책임감 있고 성실하게 좋은 모습으로 보답하겠습니다라고 인사를 전했다.
2903,텐아시아신지원 기자 내일은 천재(사진방송 화면 캡처)내일은 천재 김광규가 영어 더빙 대사에 난감함을 표했다.
2904,이날 원어민 교사 데이브와 함께 천재들은 갑오징어 게임 영어편 더빙에 도전했다.
2905,김광규는 명성황후 대사의 영어 더빙에 도전했고 나는 조선의 국모다라는 대사를 기상천외한 콩글리쉬로 내뱉으며 혼신의 연기를 펼쳐 웃음을 안겼다.
2906,이에 전현무는 나를 봐라라는 표현을 룩앳 미로 강조하신겨냐?라고 되묻자 김광규는 쑥쓰러워하며 어쩔줄 몰라했다.
2907,com *재판매 및 DB 금지서울뉴시스최윤정 인턴 기자 필리핀 복싱영웅 매니 파키아오가 아는형님에 뜬다.
2908,스포츠서울 | 정하은기자배우 정혜성이 ‘잠만 자는 사이’ 출연 소감을 밝혔다.
2909,‘잠만 자는 사이’는 ‘식스 투 식스’ 시크릿 밤 데이트를 엿보는 연애 리얼리티다.
2910,‘잠만 자는 사이’는 밤 시간대에 데이트를 한다는 점을 타 연애예능과의 차별점으로 내세웠다.
2911,출연 소감에 대해 죠지는 “연애 관찰 프로그램에 대한 로망이 항상 있었다.
2912,서로의 성향이 달라서 호흡이 좋았다며 “밤의 감성을 담아서 하는 예능이라는 PD님의 말에 공감이 갔다.
2913,헤럴드POP김지혜 기자 정혜성 노홍철 죠지/사진웨이브잠만 자는 사이가 신선한 재미를 자신했다.
2914,밤은 외로움이 많이 찾아오는 시간이라며 저희 프로그램은 하루에 두 커플만 밤 데이팅을 나갈 수 있다.
2915,하루는 남자가 준비하고 다음날은 여자가 준비하며 데이트가 나눠지는데 다른 데이팅에 비해 품이 많이 들었다.
2916,또 출연자들이 직접 상대와 하고 싶은 데이트를 선택해 오히려 호감이 떨어지는 경우도 있다고 차별점을 짚었다.
2917,MC로 함께하는 정혜성은 세 사람간 케미를 묻자 저희의 호흡은 제가 생각했을 땐 만 점이다.
2918,각자가 보는 시선이 너무 달랐고 서로 성향이 너무 달라 호흡도 내용도 정말 좋았다.
2919,노홍철 씨가 MC로 픽스가 났다는 이야기를 듣자마자 무조건 해야겠다 했다고 자신했다.
2920,밤 되면 감성이 낮보다는 촉촉해지고 혼자 있는 분들이 많은 생각을 하고 생각이 깊어지고 끓어오르잖냐.
2921,그 부분에 집중했다는 문구를 보고 새롭고 기존 연예 예능이라는 다르다는 생각이 들었다고 덧붙였다.
2922,예능 MC로 데뷔하게 된 죠지 역시 연애 하며 있을 법한 상황들에 몰입하게 되더라며 저도 원픽 출연자가 있는데 말하면 무조건 스포다.
2923,정혜성 노홍철 죠지/사진웨이브노홍철은 여러가지 연애 스타일을 보면서 탄식을 자아낸 적도 많았지만 답답한 것도 많았다.
2924,연애세포가 살아느냐는 물음엔 다양한 성향과 스타일이 있어 정말 많은 상상을 했다.
2925,저희가 느끼셨던 것만큼 재미있게 보셨으면 좋겠다며 또 일반인 출연자 분들이니 방송이 나가게 되면 본의아니게 안좋은 댓글을 받으실 수도 있다.
2926,내가 그렇다고 공감해주시면 더 재미있게 보실 수 있을 것 같다고 당부했다.
2927,‘쿡민식당’은 ‘왜 맛집은 나만 찾아가야 해?’ ‘나에게 찾아오는 맛집은 없을까?’라는 물음에서 시작한 국내 최초 의뢰인의 취향을 맞추기 위한 식당들의 도전을 담은 새로운 요리 대결 프로그램이다.
2928,입맛에 맞는 식당을 찾아갔던 기존과는 달리 취향 저격 요리 대결을 주제로 의뢰인들의 입맛을 맞추기 위한 식당들의 고군분투기를 선보인다.
2929,연예계 대표 먹방 선수 문세윤과 맛잘알 한혜진은 다양한 의뢰인들의 입맛을 대표하는 ‘취향 대변인’으로 나선다.
2930,산 넘고 바다 건너 해외에서까지 서울로 유학 와 혼자 사는 자취생들이 의뢰인으로 등장한다.
2931,유민상 이원일 강남 랄랄 웅이 우주소녀 다영으로 이뤄진 ‘취향 매니저’들은 의뢰인들을 위해 도전자들을 찾아가 깐깐한 검증을 진행했다는 후문이다.
2932,이들은 화려한 불쇼는 기본이고 돼지 해체 순대 기계 등장 등 차원이 다른 요리 대결로 시청자들의 눈과 입을 사로잡을 예정이다.
2933,또한 의뢰인들의 요구에 맞추기 위해 기존의 대표 메뉴는 물론 당일 한정 특별 메뉴까지 선보인다.
2934,의뢰인들은 투표를 앞두고 진행한 시식에서 감탄을 연발했고 결국 ‘진짜 모르겠다’며 깊은 고민에 빠졌다는 후문이다.
2935,SBS연예뉴스 | 강선애 기자 귀여운 반려견과 매력적인 청춘남녀가 함께 하는 새로운 연애 리얼리티 프로그램이 찾아온다.
2936,특히 누구보다도 나를 잘 아는 내 반려견이 선택한 남자와 데이트를 하며 운명의 짝을 찾아 나서는 달콤한 여정은 인간과 동물의 따뜻한 교감도 보여줄 전망이다.
2937,작사가 김이나 래퍼 한해 카라 출신 허영지 수의사 설채현이 출연을 확정 지었다.
2938,김이나는 자타공인 국보급 연애 분석 전문가다운 모습으로 섬세한 감성과 남다른 예리함으로 청춘남녀의 연애 심리를 꿰뚫어 시청자들에게 보는 재미를 더해 줄 예정이다.
2939,훈남 래퍼에서 연애 리얼리티 과몰입러로 변신한 한해 또한 특유의 솔직함과 기발한 센스로 남심을 대변하고 뛰어난 공감 능력에 재치를 더한 찐 애견인 허영지 또한 MZ세대의 여심을 대표하며 반려 견주들의 속마음까지 캐치해 러브라인의 궁금증을 높일 예정이다.
2940,수의사이자 동물 행동 교정 전문가 설채현은 강아지들의 시그널을 해석해 주는 역할뿐 아니라 연애 감성 충만한 몰입감으로 함께 시너지를 만들어 나갈 예정이다.
2941,제공| SBS스포티비뉴스장진리 기자 SBS가 격투기 서바이벌 예능 프로그램 순정 파이터를 론칭한다.
2942,네 사람은 격투기를 사랑할 수 밖에 없었던 숨겨진 이야기를 공개하고 격투기 하나로 뭉친 지원자들과 뜨거운 격투 도전기를 선보일 예정이다.
2943,스포츠조선닷컴 이게은기자 그룹 방탄소년단 진이 솔직한 입담으로 웃음 잔잔한 감동을 선사했다.
2944,진은 아직 저런 돈을 못 만져봤는데 빚을 져서라도 이용해야겠다고 받아쳤다.
2945,진은 이영지에게 인터넷으로만 봐와서 연예인을 보는 느낌이라며 만난 소감을 전하기도.
2946,이영지는 엄마에게 자랑 좀 해도 되나요?라고 잔뜩 흥분해 웃음을 자아냈다.
2947,이에 진은 생긴 것부터 그렇게 드러나지 않나라면서 이 일 때문에 진짜 인간관계도 죄다 파탄 냈다.
2948,진은 연습생 들어가고 회사에서 술을 못 먹게 해서 그런 거 못해봤다며 술 게임을 원하기도 했다.
2949,이영지가 다 부숴버리겠다!고 반응하자 진은 요새 집값이 얼마인데 왜 자꾸 부셔?
2950,취기가 오른 진은 자신의 노래 슈퍼 참치가 나오자 많은 사람들이 이 노래를 몰라줬으면 좋겠어.
2951,진은 사람들에게 나의 많은 것들을 보여주면 보기 싫은 모습도 보여줄 수밖에 없다고 생각한다.
2952,진은 저희가 잘나가는 이유는 멤버들끼리 서운한 것들이 있어도 서로 양보하기 때문이다.
2953,진은 이영지가 화장실에 간 후 돌아오지 않자 제가 마무리하겠다며 어린 친구가 많이 취해서 잠들었는데 이 친구는 여기서 자게 하고 저도 집으로 가는 걸로 마무리 짓겠다.
2954,맥시멈 러브의 문제적 포인트는 바로 남성 출연자가 매일 한 명의 맥심 모델을 선택하여 캠핑카 안에서 단둘이 밤을 보낸다는 점.
2955,고민 끝에 선택 받게 된 행운의 맥심 모델은 불편한 텐트가 아닌 아늑한 캠핑카에서 설레는 밤을 보내게 됐다.
2956,이석준 씨는 극 중 구여름이 속해 있는 예능국의 국장 마진국 역을 연기한다.
2957,최연소 입사 최연소 국장 올해의 프로그램 상만 일곱 번 문화부 장관 훈장 등 방송 국 입사 때부터 지금까지 각종 타이틀을 박살내고 있는 예능국의 살아 있는 전설.
2958,감 정 없는 건조한 말투를 사용해서 도통 속을 알 수 없는 캐릭터로 극의 재미를 더 할 예정이다.
2959,연극 바람과 함께 사라지다로 데뷔한 이석준 씨는 이후 드라마 영화 공연 등 장르를 불문하고 수 많은 작품의 다양한 캐릭터를 소화해내며 꾸준한 필모그래피를 쌓았다.
2960,또한 최근 출연한 연극 더 헬멧 드라마 로스쿨 위기의X 등 에서 작품마다 매력적이고 흡인력 있는 연기를 선보여왔다.
2961,여러 작품을 통해 탄탄한 연기력을 쌓아온 그가 이번 얼어죽을 연애따위에서 선보일 또 다른 변신도 기대를 모은다.
2962,사진제공 웰스엔터테인먼트* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
2963,JTBC 제공OSEN장우영 기자 야구 축구 농구 등 여러 스포츠 예능이 있었지만 ‘팔씨름’ 예능은 처음이다.
2964,최근 다양한 스포츠 예능프로그램들이 우후죽순 등장한 가운데 팔씨름을 메인 종목으로 다룬 예능은 ‘오버 더 톱’이 처음이라는 점에서 더욱 신선하게 다가오고 있다.
2965,특히 ‘오버 더 톱’은 단순한 힘겨루기가 아닌 박진감 넘치는 스포츠 ‘팔씨름’의 진면목을 시청자들에게 생생하게 전달할 계획이다.
2966,다각도의 카메라 앵글과 완성도 높은 촬영·편집 기술을 통해 보다 더 짜릿한 승부의 쾌감을 느낄 수 있을 것으로 기대를 모은다.
2967,해사한 살인미소 뒤에 감춰진 압도적인 팔씨름 실력의 소유자 배우 김재원을 비롯해 개그계 팔씨름 최강자 문세윤 대한민국에서 가장 힘센 남자 배우 하제용 등이 출격해 우승을 노린다.
2968,뿐만 아니라 프로야구선수 출신 최준석 김진우 최승준 격투기 선수 정다운 심건오 그 밖에 전국의 내로라하는 팔씨름 고수들이 총출동해 치열한 팔씨름 서바이벌을 펼친다.
2969,여기에 쫀쫀한 긴장감과 유쾌한 웃음을 함께 선사할 메인 MC 전현무 재치 있는 입담으로 시청자들의 몰입감을 높일 서포터즈 문세윤 이진호 김민경 하승진의 활약 또한 기대감을 자아낸다.
2970,텐아시아황은철 기자 (사진JTBC)‘손 없는 날’ 신동엽이 충격적인 티저를 선사해 본방에 대한 기대를 끌어올렸다.
2971,결혼 후 분가 인생 첫 독립 가족의 증가와 축소 등 삶의 오르막과 내리막의 정점에서 선택하는 ‘이사’에 얽힌 현재 진행형 이야기가 펼쳐질 전망이다.
2972,공개된 티저 영상은 신동엽이 특유의 유머러스함으로 이사를 준비하는 주인공을 찾아 떠나는 내용을 담고 있다.
2973,티저 예고는 습관적으로 스튜디오에서 첫 녹화를 준비 중인 신동엽의 모습으로 시작한다.
2974,익숙하게 첫 녹화를 준비하는 신동엽에게 제작진은 “신동엽씨 여기서 뭐 하는 거예요?
2975,밖에서 촬영하기로 했잖아요라며 ‘손 없는 날’이 야외 예능임을 깨우쳐준다.
2976,이에 신동엽은 야외촬영이지라고 되뇌이며 벌떡 일어났고 동시에 신동엽의 스튜디오 맞춤형 패션인 하의 실종룩이 드러난다.
2977,이어 카메라를 향해 환한 미소를 띤 신동엽은 “혹시 이사가시나요?라고 기대감이 한껏 오른 얼굴로 “오호~ 이사가죠?
2978,이어 화면 가득 ‘손 없는 날의 주인공을 찾습니다’라는 자막이 등장해 고이 접어 둔 바지를 꺼내 입고 야외로 나선 신동엽이 간절한 마음을 담아 ‘손 없는 날’의 주인공을 찾고 있음을 알린다.
2979,JTBC 신규 예능 ‘손 없는 날’의 티저 영상을 위해 하의 탈의까지 불사한 신동엽의 열정에 제작진은 “신동엽씨의 열의가 그 어느때보다 뜨겁다.
2980,티저 예고 촬영현장에서도 끊임없이 애드리브를 발산하며 다양한 아이디어로 촬영을 이끌어 현장에 웃음을 끊이질 않았다라며 “향후 믿고 맡길 수 있는 프로그램이 되도록 노력하겠다.
2981,시청자 사연 모집 티저 영상을 오픈한 ‘손 없는 날’은 이사를 앞둔 시청자들의 다양한 사연을 모집 중이다.
2982,다양한 상황에서 이사를 결심하고 이사를 앞두고 있다면 자신의 사연과 함께 신청 가능하다.
2983,이미 수많은 사연들이 채워지고 있는 가운데 제작진은 지속적으로 사연을 모집해 시민들의 이사에 얽힌 생생한 이야기를 찾아간다는 예정이다.
2984,아요TV는 메타버스가 출생지인 캐릭터 입장에서는 현실 세계가 메타버스와 다르지 않다는 점을 착안 메타버스 개념을 하나의 서비스나 공간에 한정하지 않고 모두와 소통할 수 있는 ‘연결’에 맞춰져 있음을 알리기 위해 기획됐다.
2985,분주한 활동을 이어가는 아요는 전성기를 누렸던 예전과는 다른 반응과 시선에 ‘현타(현실 자각 타임을 의미하는 신조어)’를 맞고 현실에 적응하기 위해 노력한다.
2986,컬러버스는 “아요TV 에피소드는 앞으로 다양한 체험을 기반으로 이용자와 소통하고 세계관 또한 단계적으로 확장할 것이라며 “웹 예능을 시작으로 라디오 방송 체험관 아르바이트 등 여러 이야기를 전할 예정인 만큼 많은 관심 바란다라고 말했다.
2987,앞서 영어 울렁증을 호소한 바 있는 김광규 김태균은 커닝을 시도해 전현무의 핀잔을 받고 엉뚱한 대답을 이어가 제시카를 당황하게 만든다.
2988,특히 고전을 면치 못하던 김광규가 무슨 예능이 이렇게 어렵냐?라고 하소연해 시청자들의 웃음을 유발할 예정이다.
2989,지역별 케이블 채널 번호는 KBS N 홈페이지에서 확인할 수 있으며 내일은 천재의 더 많은 영상은 주요 온라인 채널(유튜브 페이스북 등) 및 포털 사이트에서도 찾아볼 수 있다.
2990,마이데일리 양유진 기자 ‘더 존: 버텨야 산다’ 권유리가 특급 예능감으로 ‘신(新) 예능캐’를 탄생시켰다.
2991,권유리는 ‘더 존: 버텨야 산다’에서 극한의 상황에서도 무너지지 않는 비주얼은 물론 탁월한 예능 센스와 생존에 성공하기 위한 남다른 열정까지 적재적소에서 퍼펙트한 활약을 펼쳐내며 보는 이들의 시선을 사로잡았다.
2992,특히 권유리는 추위 공포 유혹 등 어려운 미션에서도 유재석과 이광수를 리드하고 두 사람이 엉뚱한 행동을 보일 때면 찰진 딕션으로 독설을 쏟아내는 ‘권반장’의 면모를 뽐냈으며 흥겨운 음악이 흘러나올 때는 ‘흥유리’를 소환 분위기를 주도하고 무대를 장악하는 모습으로 시청자들에게 큰 웃음을 안겼다.
2993,이처럼 권유리는 유재석 이광수와의 요절복통 케미부터 거침없는 입담 적절하게 어우러지는 흥과 끼까지 강력한 존재감을 발휘하며 마지막까지 그려낼 예능감을 기대하게 만들고 있다.
2994,이날 김수미 집에 모인 김용건과 이계인이 각각 김혜자와 고두심에게 통화하는 장면이 공개됐다.
2995,이어 전화 연결된 고두심도 김수미 이계인과 남다른 케미스트리로 호탕하게 섭외 밀당을 펼쳐 김혜자와 고두심의 출연 여부에 기대를 고조시켰다.
2996,김용건 김수미 이계인이 전원 라이프를 보내게 될 추억의 양촌리로 이동한 후에는 그 시절 전원일기 식구들이 모두 모여 눈길을 끌었다.
2997,먼저 이계인이 맡은 노마 아빠와 러브라인이 있었던 쌍봉댁 이숙 회장님네 첫째 며느리인 복길 엄마 김혜정 둘째 며느리 박순천 일용이 박은수 그리고 회장님 최불암까지 찾아와 웃음꽃과 이야기꽃이 펼쳐지며 시청자들에게 추억 여행을 선사했다.
2998,최근 각종 연애 예능이 홍수를 이루는 가운데 론칭 전부터 폭발적인 화제를 모으고 있는 ‘잠만 자는 사이’를 재밌게 시청할 수 있는 관전 포인트를 살펴본다.
2999,밤 시간대에 벌어지는 남녀의 심리 변화와 감정을 리얼하게 알 수 있는 것.
3000,서로의 호감을 통해 커플로 매칭된 사람들은 ‘식스 투 식스’ 밤 데이트를 하게 되는데 이때 출연자들은 자신의 ‘시크릿 넘버’를 제외한 모든 정보를 공개해 서로를 알아갈 수 있다.
3001,각자의 연애를 응축한 비밀을 담은 ‘시크릿 넘버’는 ‘식스 투 식스’ 밤 데이트 때에도 밝힐 수 없다.
3002,과연 시크릿 넘버에 어떤 비밀이 숨어있을지 그리고 향후 시크릿 넘버의 비밀이 밝혀진 뒤에도 출연자간에 감정의 변화가 없을지 지켜보는 재미도 잠만 자는 사이만의 차별점이다.
3003,독수공방 하우스 로맨스 여정 중 상대방이 마음에 들지 않을 경우 출연자는 데이트 중단권을 사용할 수 있다.
3004,출연자들의 얼굴이 담긴 공식 포스터에서 이들은 설레는 키 차이 체격 차이로 로맨스 영화의 한 장면 같은 분위기를 연출했다.
3005,특히 옥택연과 유아인을 절묘하게 섞어 놓은 듯한 남성 출연자와 걸그룹 센터급 미모와 몸매를 갖춘 여성 출연자 다비드 조각상 같은 몸짱 남성 등이 ‘독수공방 하우스’를 찾았다고 해 기대를 모은다.
3006,앞서 영어 울렁증을 호소한 바 있는 김광규 김태균은 커닝을 시도해 전현무의 핀잔을 받고 엉뚱한 대답을 이어가 제시카를 당황하게 만든다.
3007,특히 고전을 면치 못하던 김광규가 무슨 예능이 이렇게 어렵냐?라고 하소연해 시청자들의 웃음을 유발할 예정이다.
3008,SBS 제공OSEN장우영 기자 드라마 좋좋소에서 활약한 배우 김태영이 SBS 꼬리에 꼬리를 무는 그날 이야기(이하 꼬꼬무)에 출연 첫 예능 나들이에 나선다.
3009,꼬리에 꼬리를 무는 그날 이야기는 눈길을 사로잡고 마음을 울리는 다양한 사건을 배우 장현성 방송인 장도연과 장성규가 이야기꾼이 되어 온전히 나의 시점에서 이야기 친구에게 소개하는 프로그램이다.
3010,김태영은 “세상의 다양한 이야기에 관심이 많아서 평소 챙겨보던 프로그램에 출연하게 되어서 기쁘고 설레었다.
