,sentence
2127,저 사람들을 믿으면 되겠지 저들이 괜찮다고 하면 정상이겠지 생각했는데 작업을 함께하다보니 저들도 조금 미친 것 같다는 생각이 들었다(웃음).
2128,그래서 대본 중간중간 자신이 없었는데 하다 보니 봐주시는 시청자들도 미친 것 같더라(웃음).
2129,그래도 시청자 분들이 즐기면서 함께 따라와주셔서 행복했고 특히 미친 드라마라는 댓글이 감사하고 기뻤다.
2130,끝으로 정 작가는 앞으로도 명확하게 요약할 수 없는 메시지를 담은 작품을 쓰고 싶다는 포부를 밝혔다.
2131,사람들이 영화나 드라마를 본 다음에 어떤 이미지나 이 작품이 말하고자 하는 내용이 절실하게 다가왔으면 좋겠다.
2132,이 작품은 돈이 우리에게 어떤 의미인지 묻는 드라마였으면 좋겠다고 했지만 명확하게 답을 요약하기는 어려울 것 같다.
2133,이번 작품으로 아쉬웠던 부분들을 모아서 다음 작품을 할 때는 좀 더 불편하지 않게 매끄럽게 담고 싶다.
2134,정준하가 지난 주말 이대호 선수의 은퇴식에 다녀왔다는 이야기를 나누던 사이 어디선가 전화 벨소리가 울렸다.
2135,유재석이 전화 벨소리를 따라 움직이자 정체를 알 수 없는 공간이 나타났다.
2136,전화 너머의 목소리는 오늘 하루 여러분을 필요로 하는 곳에 달려가서 주어진 업무를 수행하면 된다고 공지했다.
2137,주말 소개팅에 앞서 이이경 박진주에게 스타일링 코치를 받은 의뢰인은 본격적인 소개팅 솔루션을 받았다.
2138,그동안 소개팅 이후 애프터를 가지지 못한 이유에 대해서는 TMI 토크를 꼽았다.
2139,실제로 의뢰인은 대화를 이끌어가기 위해 과한 정보를 방출하는가 하면 몸의 움직임이 많았다.
2140,이에 이이경은 어색함을 못 견딘 TMI 그리고 과한 액션이 문제라고 지적하면서 의뢰인의 행동을 자제할 수 있는 솔루션을 제안했다.
2141,사장은 자신의 가게를 차리기 위해 다니던 회사를 그만뒀는데 아직 어머니에게는 알리지 않았다고 말해 놀라움을 안겼다.
2142,또 그는 회사는 제가 맡은 부분만 하면 되는데 사업은 하나부터 열까지 해야 하니까 그게 쉬운 일이 아니더라고 말했다.
2143,방영 예정인 MBC 드라마 꼭두의 계절 속 한 장면을 채우는 것으로 전통 고추장 명인의 집에서 일하는 직원으로 분했다.
2144,유재석과 임수향은 예능을 같이 했던 사이로 두 사람은 친근하게 인사를 나눴다.
2145,이후 촬영을 위해 장소를 옮긴 보조출연자들은 자신들이 해야 하는 행동을 배정받았다.
2146,그때 백수찬 PD가 다가와 세 사람과 인사를 나누고 즉석에서 대사를 추가했다.
2147,이날 정 작가는 시나리오 쓸 때 많은 인물을 운영하기 때문에 각 인물 관점에서 바라보지만 되려 시청자 반응은 잘 따라가지 못한다는 느낌을 받는다.
2148,제작사인 스튜디오드래곤과 감독님은 정상적이라고 믿고 대본을 썼는데 저들도 미친 것 같다는 생각에 중간중간 자신이 없었다.
2149,보면서 아쉬웠던 부분을 모아서 다음 작품 할 때는 시청자가 조금 더 불편하지 않고 매끄럽게 다가갈 수 있는 작품을 해보고 싶다.
2150,정서경 작가는 드라마가 끝나고 자랑스러운 부분보다 부끄럽고 자기를 돌아보는 시간을 가져서 두렵기도 했지만 사랑해주신 시청자들께 마지막 인사를 남기고 싶었다라며 낯선 드라마이지만 즐겁게 봐주셨다는 것을 알고 있고 감사하게 생각하고 있다.
2151,함께 따라오기 힘든 작품을 사랑해주신 시청자 감사하며 다음 작품에는 더 성숙한 모습으로 돌아올 것이라며 시청자를 향한 고마움을 거듭 전했다.
2152,한편 작은 아씨들은 가난하지만 우애 있게 자란 세 자매가 대한민국에서 제일 부유하고 유력한 가문에 맞서는 이야기를 그린 드라마로 김고은 씨 남지현 씨 박지후 씨 위하준 씨 엄지원 씨 엄기준 씨 등이 열연하며 많은 시청자들의 사랑을 받았다.
2153,* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
2154,재판매 및 DB 금지 (서울연합뉴스) 강애란 기자 그룹 AOA 멤버 설현과 배우 임시완이 지니TV 오리지널 드라마 아무것도 하고 싶지 않아에서 호흡을 맞춘다.
2155,아무것도 하고 싶지 않아는 인생 파업을 선언한 자발적 백수 이여름과 수줍은 많은 도서관 사서 안대범이 인생에 쉼표를 찾아가는 힐링 드라마다.
2156,설현이 복잡한 도시를 떠나 아무것도 하지 않기 위해 안곡마을을 찾아 자아를 찾아가는 이여름 역을 임시완이 삶에 대해 물음표를 마음속에 품은 안대범 역을 연기한다.
2157,그 때 그 장면 궁금했던 인물들의 심리를 펼쳐보면 어느 새 우리 자신의 마음도 더 잘 보이게 될 것입니다.
2158,감정의 롤러코스터를 즐기며 드라마에 빠져들다 보면 한 시간이 훌쩍 지나가곤 한다.
2159,고데기로 말은 파마머리에 선글라스를 끼고 체크무늬 촌스러운 양복을 입지만 누구보다 기발한 방식으로 의뢰인들을 구해내는 그의 모습은 무척 매력적이다.
2160,하지만 나는 그의 어디로 튈지 모르는 매력이 왠지 모르게 불안하게 느껴지곤 했다.
2161,속을 알 수 없는 표정과 그 표정마저 읽을 수 없게 선글라스를 늘 쓰고 다니는 그는 분명 사연 있어 보였다.
2162,사람들은 애도할 때 우울과 불안 슬픔 등 정서적 고통을 겪으며 자신과 세상에 대한 신뢰를 상실하거나 죄책감에 시달리기도 한다.
2163,이는 고통스럽긴 하지만 사랑하는 존재가 사라진 세상에 적응하기 위한 자연스러운 과정이기도 하다.
2164,그래서 대부분의 심리학자들은 애도 중 겪는 다양한 어려움을 병리적으로 보지 않는다.
2165,하지만 트라우마가 동반되는 애도를 경험한 사람들은 외상 후 스트레스 장애를 함께 겪기도 한다.
2166,사랑하는 사람을 연이어 잃거나 자살 등 사회적으로 용인되기 힘든 죽음을 맞닥뜨릴 때 살인 자연재해 테러 등으로 인해 너무나 갑작스럽게 사랑하는 이를 잃었을 때 사람들은 트라우마를 동반하는 애도 경험을 하고 이럴 땐 적절한 치료적 개입이 필요하다.
2167,사람들은 애도처럼 심리적 고통 속에 있을 때 이에서 벗어나기 위해 자신만의 대처방식을 작동시킨다.
2168,심리학자 래저러스와 포크먼은 대처를 개인의 자원을 청구하거나 초과하는 특수한 외적 내적 요구를 관리하기 위한 노력이라고 정의하면서 정서중심대처와 문제중심대처로 나누었다.
2169,정서중심대처는 정서의 수용과 조절 사회적지지 추구 등을 통해 접근하지만 때로는 정서를 억압하는 방식을 취하기도 한다.
2170,문제중심대처는 정서를 돌보기보다는 지금 여기서 발생한 상황에 집중해 문제를 해결하려 드는 방식이다.
2171,애도에서도 이 두 가지 대처방식이 작동하는데 이는 개인의 기질과 성격 처한 환경에 따라 제각각 다른 모습으로 나타난다.
2172,어떤 이는 자신의 감정들을 솔직하게 표현하고 타인에게 지지를 구하며 슬픔이 충분히 수용 받기를 바란다.
2173,반면 어떤 사람들은 슬픈 감정을 드러내는 것을 꺼리며 상실에 따른 여러 가지 문제들을 해결하는데 집중해 슬픔을 잊으려 한다.
2174,아버지의 정직함에 대한 신뢰가 무너진 것도 일종의 심리적 상실이었을 테고 자살을 목격한 일은 분명 트라우마로 마음에 새겨졌을 것이다.
2175,주영 역시 살해라는 용인하기 힘든 방식으로 죽음을 맞는데 지훈은 트라우마에 해당하는 상실을 연거푸 겪은 셈이다.
2176,지훈이 겪은 이 상실들은 모두 외상 후 스트레스 장애를 남겨도 이상하지 않을 만큼 갑작스럽고 충격적인 것들이다.
2177,아버지가 죽은 후 그는 슬픔에 머물지 않고 곧바로 아버지의 죽음에 따르는 의문을 풀기 위해 나선다.
2178,주영의 죽음 후에도 그는 정서적인 위로와 지지를 구하기보다 주영의 죽음에 대해 수사하면서 그녀의 뜻을 이어받아 천 원짜리 변호사로 일하기 시작한다.
2179,이는 그가 슬픔을 표현하고 위로받는 것 대신 택한 나름의 문제중심 애도로 볼 수 있다.
2180,이처럼 정서를 억압하며 살아 올 수밖에 없었던 그에게 애도 과정에서 맞닥뜨린 슬픔을 표현하는 것은 무척이나 어려운 일이었을 것이다.
2181,게다가 합리적 의심이 들지 않도록 수사해야 하는 검사라는 직업상 그는 감정을 배제하고 다양한 각도에서 문제를 해결하는 법을 익혀왔을 것이다.
2182,건강한 면과 그렇지 않은 면  지훈의 이 같은 애도방식은 건강한 면과 그렇지 못한 면을 동시에 가지고 있다.
2183,우선 지훈의 문제중심 애도는 사랑하는 이의 죽음 앞에서 흔히 겪기 쉬운 감정인 죄책감으로부터 그를 보호했다.
2184,자신의 감정보다 주변의 문제상황을 먼저 보는 그의 시각이 자책의 덫에서 그를 구한 셈이다.
2185,주영이 하고자 했던 일을 대신하며 고인의 뜻을 따르는 애도 역시 타인을 돕고 스스로에게도 삶의 의미를 부여하는 건강한 면을 지니고 있다.
2186,하지만 많은 심리학자들은 인간의 통제력을 벗어난 외상적 상황에서는 문제중심대처보다 정서중심대처가 더 효과적이라는데 동의한다.
2187,예측할 수 없고 저항할 수 없는 상실 앞에서는 놀라고 화나고 슬픈 자신의 마음을 먼저 돌보고 감정을 충분히 표현하고 수용해주는 게 우선되어야 마음의 건강을 보다 빨리 회복할 수 있다는 것이다.
2188,냉철하게 수사하고 헌신적으로 의뢰인을 돕는 그의 모습이 매력적이면서도 어딘지 위태해 보이는 것은 돌보아지지 않은 슬픔들이 여전히 그를 괴롭히고 있기 때문일 것이다.
2189,▲  천지훈 변호사가 자신의 슬픔을 돌볼 수 있기를 그래서 선글라스 뒤 그의 눈을 보다 자주 볼 수 있기를 바란다.
2190,나는 이제 그가 여러 가지 해결 방법에는 자신의 정서를 돌보는 것도 포함됨을 알았으면 좋겠다.
2191,그래서 자신의 감정들을 수용해주며 곁에 있는 사람들에게 마음을 내보이며 위로받았으면 한다.
2192,그럴 때 그가 돌보는 의뢰인들처럼 그 역시도 진정으로 행복해질 수 있을 테니 말이다.
2193,다행인 건 이런 그를 있는 그대로 존중해주는 사람들이 곁에 있다는 것이다.
2194,모든 사람은 저마다 다른 방식으로 애도를 하고 그 애도의 방식은 일단 존중받아야 한다.
2195,그리고 이런 존중과 수용만이 억눌러왔던 정서를 알아차리고 표현하고 수용하는 기반이 되어 준다.
2196,그를 이해해주는 사람들과 함께 활약하면서 그가 자신의 정서도 돌볼 수 있게 되기를 바란다.
2197,그래서 드라마의 말미쯤엔 선글라스 뒤에 숨겨진 그의 매력적인 눈을 좀 더 자주 볼 수 있게 된다면 정말 좋겠다.
2198,덧붙이는 글 | 이 기사는 송주연 시민기자의 개인 블로그(https://blog.
2199,이날 심형래는 공연을 함께 계획하고 있는 후배들을 불러 고추장찌개와 꽃게찜 등을 직접 요리해 아침 식사 자리를 만들었다.
2200,혼자서 이렇게 항상 해드시냐고 물었고 심형래는 “이혼하고 혼자 살아봐라라고 거침없이 밝혀 웃음을 안겼다.
2201,가을이 오면 특히 더 그렇지 않냐는 계속된 질문에 “혼자 사는게 사실 크게 불편하지는 않다며 “밤에 일 끝나고 집에 오면 아이디어를 짠다.
2202,특히 심형래는 “외롭지 않으려고 그렇게 일을 하시냐는 물음엔 “당연히 외로울 때도 있다면서 “옛날에 여자 탤런트들과 스캔들 난 거 얘기하면 지금 드라마들 마비된다.
2203,그러면서 그는 “전원주 김을동…이런 분들과는 아무 관계도 없다라고 너스레를 떨어 다시 한번 폭소를 자아냈다.
2204,한 관계자는 무대 위 화려한 모습도 있지만 언제나 팬들 가까이에 있는 친구라는 메시지를 담았다고 설명했다.
2205,회사 관계자는 이번 클라씨 타이틀곡은 드라마 형식의 뮤직비디오가 승부처다.
2206,멤버들이 열연을 펼쳤고 뛰어난 영상미를 바탕으로 가요 시장에 새로운 바람을 일으킬 것이라고 전망했다.
2207,클라씨는 최근 공개된 개인 티저 이미지를 통해서도 기존 선보인 틴크러시과 상반되는 세련되고 차가운 매력을 뽐냈다.
2208,원고의 대부분이 방송사 홈쇼핑 신문사 등을 포함한 미디어 기업이라는 점에서 기업이 방통위랑 소송해서 진 적이 없다는 장 변호사의 말은 사실과 다르다.
2209,고민정 민주당 의원은 방통위가 이용자 보호를 위한 적극 행정 노력을 지속하는 한편 빅테크의 행정소송 등에 대해서는 더욱 철저히 대비해야 한다고 지적했다.
2210,방통위를 상대로 한 행정소송은 △재승인 조건 △시정명령 △방송통신심의위원회 심의 결과에 따른 행정처분 △과징금·과태료 처분에 대한 이의제기가 대부분이었다.
2211,TV조선은 심의 제재에 따른 행정처분에 불복해 제기한 소송도 눈에 띄었다.
2212,해시의 신루는 조선의 르네상스라 불리는 세종대왕 시절 집현전 학자들의 과학 연구를 배경으로 별을 사랑한 천재 왕세자 이향과 미래를 예언하는 신비한 능력을 지닌 열여덟 살 소녀 해루의 사랑 이야기를 그리는 판타지 로맨스 사극이다.
2213,구르미 그린 달빛으로 잘 알려진 윤이수 작가가 쓴 동명의 웹소설을 원작으로 한다.
2214,또한 안방극장을 영화관으로 만들 TV시네마 ‘귀못’ 박하나 ‘유포자들’ 박성훈의 열연이 돋보이는 스토리로 본 방송을 더욱 기다려지게 한다.
2215,/ CJ ENM 제공 CJ ENM이 신인 창작자 발굴·육성 프로젝트 ‘오펜’을 통해 주요 드라마 도서 흥행작을 선보이고 있다.
2216,CJ ENM에 따르면 ‘오펜’은 드라마·영화 창작 생태계 활성화와 신인 작가의 데뷔를 지원하는 신인 창작자 발굴·육성 프로젝트다.
2217,오펜은 창작 지원금 개인 집필실 제공 멘토링·특강·현장 취재 지원 시나리오 영상화 제작사와 작가를 연결하는 비즈매칭까지 콘텐츠 제작 전 과정을 지원하고 있다.
2218,특히 ‘슈룹’은 오펜 교육기간 중 스튜디오드래곤과 함께 기획·개발과정을 거쳐 탄생한 작품이라는 점이 눈길을 사로잡는다고 CJ ENM 측은 설명했다.
2219,이봄 작가는 박슬기 최민호 등 공동 집필 작가진과 함께 “‘조선 정신과 의사 유세풍’은 단순히 몸을 치유하는 것을 넘어 그 원인이 되는 마음의 병까지 읽어내는 심의들을 통해 이 시대 사람들에게 위로와 힐링을 안겼으면 했다라고 했다.
2220,신하은 작가는 “개인적으로 작가에게 가장 중요한 것은 경험이라고 생각한다.
2221,오펜은 그 경험의 스펙트럼을 넓혀주었다라며 “많은 견학 프로그램과 취재 기회를 통해 다양한 세계를 살펴볼 수 있었다.
2222,당대의 명작을 만들어낸 작가님 감독님들의 특강을 통해 그들의 인사이트도 공유 받을 수 있었다라고 했다.
2223,이어 “작가가 작품 하나를 만들어내는 과정은 마라톤 완주하는 것과 같다라며 “지치고 힘들 때 오펜이 좋은 러닝메이트 역할을 해주었다라고 했다.
2224,김 작가는 최근에는 오펜 센터에서 후배들을 위해 전업 작가로 살아가는 방법에 대한 특강도 진행했다.
2225,오펜 공모전을 통해 영상화된 작품들도 여러 시상식에서 좋은 성과를 내고 있다고 CJ ENM 측은 밝혔다.
2226,지난해 ‘대리인간’은 ‘스톡홀름 필름 앤 TV페스티벌’ 최고 피처 필름 부문과 최고 여주연상 부문에서 수상을 ‘파리 필름 페스티벌’ 최고 드라마 부문과 최고 VFX 부문에서 수상했다.
2227,더불어민주당 박홍근 원내대표가 검찰이 서욱 전 국방부 장관과 김홍희 전 해양경찰청장에 대한 구속영장을 청구한 것을 두고 대통령실의 기획 사정이 막장 드라마로 치닫고 있다고 비판했습니다.
2228,박 원내대표는 오늘 최고위원회의에서 감사원은 지난 금요일 공소장에 버금가는 보도자료를 배포했고 검찰은 기다렸다는 듯 영장 청구로 극적인 효과를 배가시키려 했다며 이같이 말했습니다.
2229,이어 이 왜곡된 서해 사건의 기획자는 대통령실임이 분명하다며 대통령실이 관계기관을 모아놓고 서해 사건을 새로 논의한 후 해경과 국방부의 공동 발표로 기존 입장을 뒤집은 것이라고 강조했습니다.
2230,아울러 국방위원회 비공개 회의록 공개를 다시 한번 촉구한다며 한기호 간사 등 과거 국민의힘 의원들도 월북 정황을 수긍하고 인정한 진실이 그 회의록에 다 들어있다고 말했습니다.
2231,그러면서 국민의힘은 회의록 공개를 거부하고 있다며 국민의힘이 끝까지 거부한다면 민주당은 국회법이 허용한 절차에 의해서라도 반드시 공개를 추진할 것이라고 덧붙였습니다.
2232,(사진㈜테라핀)앞서 양사는 최근 해당 작품의 공동제작 및 투자계약을 체결하고 내년 말 OTT 시리즈 제작을 목표로 본격적인 준비 작업에 착수했다.
2233,웹소설 ‘아폴론의 심장’은 그리스 로마 신화 중 비극으로 유명한 ‘아폴론과 다프네’를 모티브로 한 현대 로맨스다.
2234,모든 것을 다 가진 남자와 그로 인해 망가진 여자의 지독히 양면적인 사랑에 대한 이야기를 담은 작품이다.
2235,김현우 페퍼민트앤컴퍼니 대표는 “지독히 양면적인 사랑을 담은 현대 로맨스물이지만 범죄 미스터리와 스릴러 요소까지 포함된 아주 복합적인 매력을 가진 작품이라며 “원작의 강렬한 캐릭터와 매력적인 구성을 잘 살려서 이 시대의 OTT시리즈 팬들이 원하는 명품 드라마를 만들겠다고 밝혔다.
2236,웬만한 블록버스터 버금가는 캐스팅과 기술력을 자랑하는데요 녹음현장에 이루라 기자가 다녀왔습니다.
2237,지난달 말 공개된 첩보 오디오 영화 극동의 녹화 장면인데 배우들은 현장감을 살리기 위해 몸을 움직이거나 소품을 이용하기도 합니다.
2238,친구 극비수사의 곽경택 감독이 메가폰을 잡고 김강우 유재명 등 쟁쟁한 배우들이 참여한 것이 한 몫 했습니다.
2239,곽경택 / 감독 (코로나로) 당장 영화로 만들기 힘들어지면서 오디오 무비 형태로 해보면 어떻겠냐.
2240,이수혁 / 배우오디오 드라마를 통해 인사드리는 게 굉장히 설레이기도 하고 앞서 성우가 들려주는 오디오 드라마는 있었지만 이처럼 호화 캐스팅에 장르물이 다양해진 건 최근의 일입니다.
2241,음악과 도서 중간 정도에 속하는 새로운 가치를 줄 수 있는 콘텐츠가 무엇일지 (생각하다가).
2242,시간과 장소를 뛰어 넘은 기술의 발전이 오히려 오디오 시대를 열고 있습니다.
2243,신인 배우 김지수가 ENA 얼어죽을 연애따위로 드라마 데뷔를 앞두고 있다.
2244,김지수는 얼어죽을 연애따위에서 선보일 극사실주의 연애 리얼리티쇼 사랑의 왕국에 출연자 장태미로 등장한다.
2245,여성 출연자 중 두 번째 참가자인 장태미는 스펙 빵빵한 남자와 결혼하는 것을 출연의 목표로 삼고 있는 미모의 기상 캐스터다.
2246,김지수의 이국적이고 시원한 이목구비의 페이스가 돋보이는 가운데 가지고 싶은 건 꼭 가져야 직성이 풀리는 인물로 등장해 긴장감과 어색함이 가득한 사랑의 왕국속에서 핑크빛 기류를 선보일 예정이다.
2247,실제로 방송을 앞두고 리얼리티 예능 방송을 촬영하는 것처럼 실제로도 배우분들과 재미있게 촬영을 하고 있다.
2248,앞으로 사랑의 왕국에서 장태미가 어떤 활약을 선보일지 눈 여겨 봐주시고 오늘 방송도 많은 시청부탁 드린다.
2249,이날 제작발표회에는 드라마의 연출을 맡은 손예은PD와 주연배우 김재원 나나 현석 금동현 하선호 원영욱이 함께 했다.
2250,손PD는 이 자리에서 작품의 기획의도에 대해 “아이돌 가수로 활동 중인 주인공 유제비(나나)가 즐겨보던 소설 속 악녀 캐릭터에 빙의해 소설 속의 세계와 현실세계를 오가는 판타지를 보여준다고 말했다.
2251,악성댓글과 가짜뉴스에 시달리는 주인공이 등자하고 그가 다양한 캐릭터와 만나 성장하며 현실에서 가진 어려움을 해결할 수 있는 내면의 힘을 기른다고 덧붙였다.
2252,지난 작품에서 아이돌 출신 연기자는 빅톤의 정수빈 한 명 정도였던 캐스팅은 걸그룹 우아!의 나나 그룹 CIX의 현석 EPEX의 금동현 등 세 명으로 늘었다.
2253,그는 “아이돌 출신이라 선택했다기보다는 각각의 매력이 있는 톡톡튀는 배우들을 찾다 보니 아이돌 출신이 많았다며 “아이돌스러운 외모가 강점이지만 각각의 배우들이 강단이 있고 자기 이야기를 하는 모습이 매력이었다고 말했다.
2254,조사보고서는 과거 탈북민은 CD/DVD를 많이 사용했지만 최근 북한 주민은 SD카드와 마이크로 SD카드를 사용하는 비중이 높아졌다고 밝혔다.
2255,예전에는 장마당에서 살 수 있었는데 최근에는 걸리면 용서받지 못하기 때문에 판매자가 많이 줄었다고 밝혔으며 한국 영화나 드라마가 담긴 메모리나 쥐(SD)카드를 팔 때는 아랫동네 영화라고 안 하고 재미있는 영화 있다고 한다.
2256,대학생들은 장마당에서 구매한 한국 영화를 다시 복사해 낮은 가격에 판매한다고 덧붙였다.
2257,요즘에는 보지 못하게 하는 프로그람을 우회하는 프로그람을 다 깔아놓고 쓴다.
2258,(당국이) 우회 프로그람 설치 차단을 위해 손전화 태우는(업데이트) 작업을 계획 중이라고 한다고 밝혔으며 (SD카드는) 아는 장사꾼을 통해 사는 것이 가장 안전하다.
2259,김정은 시대 전에는 (단속 걸려도) 돈 조금 쓰면 다 나오고 가볍게 처리되는 경우가 많았다고 밝혔다.
2260,지난해엔 공개처형도 있었다고 주장했으며 정책은 악화되고 있지만 미디어 환경은 좋아지고 있다고 했다.
2261,북한 주민들이 꼽은 한국 인기 드라마는 tvN 사랑의 불시착 SBS 펜트하우스 넷플릭스 오징어게임 순이었다.
2262,‘우리들의 블루스’ ‘이상한 변호사 우영우’ 인기화장품·식품 수출량 크게 늘어 드라마 ‘우리들의 블루스’와 ‘이상한 변호사 우영우‘가 동남아 시장에서 큰 인기를 얻으면서 촬영지 제주의 주가가 같이 오르고 있다.
2263,‘우리들의 블루스’는 가상의 공간 ‘푸릉리’를 중심으로 주인공들 사연을 옴니버스 형식으로 구성했다.
2264,‘이상한 변호사 우영우’에선 남방큰돌고래가 사는 서귀포 대정 앞바다가 평화로운 모습으로 그려졌다.
2265,정귀일 무역협회 제주지부장은 “화장품과 식품은 제주의 청정 이미지가 제품 선택에 직접 영향을 미칠 수 있는 제품군이라며 “동남아 시장에서 제주 생산품에 대한 호감도가 상승하고 있는 만큼 이 분위기를 십분 활용해 수출의 고부가화를 이끌어가겠다고 말했다.
2266,수출상담회에는 과일등 농수산물과 가공 식음료 화장품 등 뷰티헬스제품을 생산하는 업체가 참가해 제품을 홍보할 예정이다.
2267,스포츠조선 고재완 기자 테라핀의 인기 웹소설 아폴론의 심장(이보나 작가)이 드라마로 제작된다.
2268,드라마 아폴론의 심장 (프로듀서 권기덕)의 원작 웹소설은 그리스 로마 신화 중 비극으로 유명한 아폴론과 다프네를 모티브로 한 현대 로맨스로 모든 것을 다 가진 남자와 그로 인해 망가진 여자의 지독히 양면적인 사랑에 대한 이야기이다.
2269,강렬한 캐릭터가 주는 매력과 다소 위험할 수도 있는 설정 대범한 묘사는 웹소설의 성공 요인이기도 했다.
2270,아폴론의 심장 웹소설 원작의 기획 편집을 담당했고 웹툰화에 이어 드라마화까지 성공적인 OSMU를 주도하고 있는 이선주 테라핀 웹소설총괄본부 부대표는 남녀 간의 사랑이 주이다 보니 감정선 위주로 쓰여진 다른 로맨스 작품과 달리 사건이 촘촘하고 미스터리와 추리가 같이 들어간 작품이라 소설뿐 아니라 웹툰 드라마로도 많은 사랑을 받을 것으로 기대된다라고 덧붙였다.
2271,한편 김현우 페퍼민트앤컴퍼니 대표는 지독히 양면적인 사랑을 담은 현대 로맨스물이지만 범죄 미스터리와 스릴러 요소까지 포함된 아주 복합적인 매력을 가진 작품이라며 원작의 강렬한 캐릭터와 매력적인 구성을 잘 살려서 이 시대의 OTT시리즈 팬들이 원하는 명품 드라마를 만들겠다고 밝혀 더욱 기대감을 높였다.
2272,제작발표회는 세종학당재단 공식 유튜브(King Sejong Institute Foundation)를 통해 생중계될 예정입니다.
2273,재단은 최근 한류 열풍에 따라 전 세계적으로 한국어·한국 문화에 대한 관심이 증가하고 있는 상황에서 국내·외에 세종학당을 효과적으로 홍보하기 위해 웹드라마를 제작했다고 밝혔습니다.
2274,거실에 아이돌이 산다(감독 서경국)는 세종학당의 우수학생 조이와 한류 아이돌 스타인 펜타곤의 여원이 우연히 한 집에 동거하게 되면서 펼쳐지는 청춘 멜로 드라마입니다.
2275,제작발표회는 방송인 박슬기의 사회로 웹드라마 소개와 예고 영상(티저 영상) 공개 배우들과의 이야기 쇼(토크 쇼) 등이 순서로 진행됩니다.
2276,화령은 허구헌 날 사고만 치는 자식들 때문에 궁에서 가장 빠른 걸음을 갖게 된 인물로 김혜수는 사고뭉치 아들들을 제대로 건사하기 위해 때로 욱하고 욕도 하는 화령의 모습을 사실감 있게 그리며 극에 몰입할 수 있게 돕고 있다.
2277,특히 김혜수는 기존의 사극 화법에서 벗어난 화령의 모습으로 작품에 신선한 공기를 불어넣고 있어 눈길을 끈다.
2278,그는 진중하고 근엄해야만 할 것 같은 중전의 이미지 대신 가장 발 빠르고 유쾌한 중전 화령으로 친근하게 시청자에게 다가갔다.
2279,학교(종학)에 가기 싫어 늦장 부리는 왕자들을 깨우기 위해 종종걸음으로 궁 안을 누비며 아들 찾기 대작전에 나선 모습이나 등짝을 내리치며 잠든 일영대군(박서준)을 깨우는 모습은 현대의 흔한 아침 풍경과 다를 바 없어 웃음을 자아냈다.
2280,이렇게 골치를 썩다가도 왕세자(배인혁)가 “회강에서 모두 통의 성적을 받았다는 소식을 듣자 흡족해 하며 웃음을 감추지 못하는 등 자식의 일에 일희일비하는 모습 공진단으로 과식(?
2281,)하는 등 몸에 좋은 것이라면 일단 먹고 보는 모습까지 유쾌하게 그려내며 화령의 인간미를 표현하고 있다.
2282,반면 이런 유쾌함 뒤에 대비로 출연하는 배우 김해숙과의 팽팽한 갈등으로 강력한 몰입감을 선사했다.
2283,중전의 소생 왕자들에게 적개심을 드러내며 ‘저것들’이라고 폄하하는 대비와 이에 지지 않고 바쁜 중궁의 일을 들먹이며 대비의 역린을 건드리는 화령 두 사람의 신경전은 총성 없는 전쟁을 방불케 하는 강렬함으로 앞으로 궁에서 벌어질 일들에 대한 궁금증을 자아내기 충분했다.
2284,장희빈 이후 오랜만에 브라운관을 통해 사극을 선보이는 김혜수는 압도적인 캐릭터 소화력 긴장감과 유쾌함을 한 호흡으로 전환시키면서도 이질적이지 않게 풀어내며 ‘역시 김혜수’라는 감탄을 자아내게 만들었다.
2285,고혼진리퍼블릭의 스테디셀러 제품인 이중기능성 화장품 고혼진 뉴트리션 라인은 극중 은서연이 개발하는 화장품 ‘고은’으로 등장시켜 자사 제품들을 드라마에서 자연스럽게 선보일 예정이다.
2286,고혼진 관계자는 “화장품 회사를 배경으로 시청자들의 큰 관심을 모으는 드라마의 제작을 지원하며 고객들에게 더욱 친밀하게 다가가는 고혼진이 되겠다고 전했다.
2287,커튼콜은 시한부 할머니 자금순(고두심 분)의 마지막 소원을 이뤄주기 위한 사기극에 얽힌 사람들의 이야기를 그린다.
2288,이휘준 MBC 아나운서와 에스토니아 출신 방송인 마리엘 샌드라 코르베가 진행을 맡으며 튀르키예 언론인 출신 알파고 시나가 패널로 나선다.
2289,공연에는 스맨파 주역인 댄스 그룹 뱅크투브라더스 어때 엠비셔스 원밀리언 위댐보이즈 저스트절크 프라임킹즈 YGX 등이 참여한다.
2290,나인우는 드라마 달이 뜨는 강에서 탄탄한 연기력을 입증해 시청자들에게 제대로 눈도장을 찍었다.
2291,이번에 공개된 스틸은 영지의 훈훈한 비주얼과 다정다감한 매력을 담아내 관객들의 이목을 집중시킨다.
2292,또한 잘생긴 외모와 큰 키로 어디서나 주목받는 영지로 분한 나인우는 만찢남 비주얼로 관객들을 단숨에 사로잡을 전망이다.
2293,서은영 감독이 나인우에 대해 “영지라는 캐릭터에 나인우 배우의 매력이 많이 덧대어진 것 같다.
2294,그래서 재밌었고 좋은 작업이었다라고 전한 것처럼 나인우는 완벽한 캐릭터 소화력을 선보이며 올 가을 극장가를 설렘으로 물들일 예정이다.
2295,스포츠서울 | 김민지기자“‘네가 빠진 세계’는 때로는 행복하게 웃을 수 있고 때로는 콩닥콩닥할 수 있는 드라마다.
