,sentence
3141,차이솔 씨는 뭘 해도 늦지 않았나라는 생각으로 흔들리는 중에도 혼자 연습실을 찾아 노래 연습을 하며 가수라는 꿈을 지켜왔다고 했다.
3142,어려움을 극복해봤고 그 사이에도 음악의 꿈을 소중히 지켜온 단단한 내공의 신인이기에 그가 들려줄 위로의 음악이 더욱 기대된다.
3143,사진제공 빅스마일컴퍼니* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
3144,하영은 우주 나경은 꽃이 만개한 나무 새롬은 하늘이나 꽃 지선은 색감이 예쁜 것을 좋아한다며 자신만의 그리기에 나섰다.
3145,과감한 붓 터치를 시작으로 금새 그림 그리기에 열중한 프로미스나인의 그림에 멘토 선생님은 생각보다 너무 잘 표현했다며 칭찬을 아끼지 않았다.
3146,프로미스나인은 지선&amp;새롬 하영&amp;나경으로 팀을 나누어 각각 강아지와 고양이를 주제로 그림 그리기에 돌입했다.
3147,지선과 새롬은 멘토 선생님에게 배운 방법대로 삼각형을 이용해 강아지를 그리기 시작했고 선생님의 시그니처인 별을 응용해 작품을 완성했다.
3148,지선과 새롬은 “유기견 센터에 있는 강아지들이 누군가의 소중한 생명이 되길 바라며 그렸다고 전했다.
3149,하영과 나경은 고양이를 주제로 열악한 환경에서 생활하는 많은 동물 친구들 걱정스레 바라보는 따뜻한 고양이의 시선으로 그림을 완성했다.
3150,“아빠와 할아버지가 모두 화가라고 밝힌 하영은 붓도 그냥 쓰지 않는 타고난 미적 감각으로 그림의 완성도를 높였다.
3151,멤버들 모두 수준급 그림 실력으로 작품을 완성한 후 하영은 판매가 된다는 부담감이 생각보다 컸다 그만큼 책임감 있게 그리고 싶었다고 전했다.
3152,지선은 따뜻한 마음으로 그린만큼 받으시는 분들도 기분이 좋아지는 작품이 되었으면 한다 새롬은 저희가 그린 그림이 선한 영향력의 첫 걸음이 되었으면 한다며 참여한 소감을 전했다.
3153,아이돌 그룹은 갤러리 K의 전속 작가와 미팅을 통해 아이디어를 모은 후 작품을 완성하게 된다.
3154,아이돌들이 그린 그림은 갤러리K 남산서울타워점에서 전시되며 경매를 진행해 판매 수익은 전액 기부할 예정이다.
3155,공개된 사진은 함소원이 남편 진화의 모습을 촬영한 것으로 아이돌 뺨치는 진화의 비주얼이 눈길을 사로 잡는다.
3156,함소원은 중국방송끝나고 전여러분들 보고싶어서 또 라이브방송 켜고 ㅎㅎ 만나서 좋았어요 ~^^라며 #왕홍 #내남편 #잘한다#감사 #대박이라며 유쾌한 인사도 덧붙였다.
3157,최근 함소원은 베트남에서 주최하는 한 미인대회에 초청되어 직접 참석했고 숙소인 호텔에서 찍은 영상을 공개했고 과거 베트남 이민을 고려 중이라고 밝히기도 했기에 그녀의 베트남 방문이 또 한 번 눈길을 사로 잡았다.
3158,우리는 여섯 명이 하나이기 때문에 누가 이기든 괜찮다는 마인드로 훈훈한 분위기 속에 시작했다.
3159,현수는 얼굴에 물 한 방울 묻히지 않는 독특한 스킨케어를 선보였고 휘와 성준은 서로에게 오이 팩을 해준다며 상대의 얼굴에 얇게 썬 오이를 던져 현장을 폭소케 했다.
3160,텐아시아윤준호 기자 방탄소년단 지민이 도입부 장인이라는 신조어를 탄생시킨 피땀눈물이 심쿵한 뮤직비디오 속 한 장면에 선정됐다.
3161,일본 매체 단미(DANMEE)에서 “K-POP 남성 아이돌 무심코 심쿵!!
3162,지민의 맹활약과 함께 방탄소년단은 이 노래로 국내 음원 시장에서 대성공을 거두며 최정상 보이그룹으로 성장함과 동시에 세계적인 인기를 단숨에 끌어모았다.
3163,니키는 최근 하입 보이(hype boy)’ ‘새삥’ 등 댄스 챌린지에 참여해 완벽한 퍼포먼스를 보여줘 화제였다.
3164,소율 개인 계정헤럴드POP김지혜 인턴기자소율이 출산한 지 한 달도 지나니 않은 시기에 슬랜더한 몸매를 자랑해 화제다.
3165,공개된 게시물 속에는 소율이 엄청난 옷들이 걸려있는 행거 앞에 주머니에 손을 넣고 어딘가를 응시 중인 모습이 담겨있다.
3166,소율은 출산한 지 긴 시간이 흐르지 않았음에도 불구하고 부기하나 없는 얼굴과 슬랜더한 몸매를 자랑하고 있어 보는 이들의 부러움을 유발했다.
3167,한편 스타랭킹은 팬들이 직접 자신의 최애 스타에 투표해 순위를 결정하는 랭킹 투표다.
3168,사진 속 그는 전신거울에 비친 자신의 모습을 휴대전화 풀샷으로 담고 있다.
3169,OSEN박소영 기자 프로듀서 겸 아티스트 지코(ZICO)의 새 음원이 차트 독주를 이어가고 있다.
3170,자타공인 ‘음원 강자’ 지코는 ‘공연 강자’로서의 입지도 공고히 다지고 있다.
3171,호미들)’ ‘아무노래’ ‘Artist’ ‘Okey Dokey’ 등 다수의 히트곡으로 관객과 호흡하고 강렬한 퍼포먼스를 선보였다.
3172,공연 실황이 담긴 영상들은 빠른 속도로 SNS에서 확산되며 큰 화제를 모으고 있다.
3173,OSEN선미경 기자 그룹 TNX(티엔엑스)가 팬미팅 추가 무대 후보를 공개했다.
3174,앞서 팬미팅 테마 메인 퍼포먼스 의상 메인 퍼포먼스 곡 투표를 진행했던 TNX는 이날 추가 무대 후보를 전달하며 다채로운 팬미팅 무대를 예고했다.
3175,TNX는 메이커스에게 맛보기 무대를 시청한 후 실제 무대에서 보고 싶은 한 곡을 투표해 달라고 부탁했다.
3176,본인 소속사에 오디션 지원한 아이돌 “떨어졌나?몬스타엑스 민혁이 소속사 오디션 지원 후기를 전했다.
3177,민혁은 “지원 분야가 보컬 랩 댄스 외모 네 개였는데 ‘외모’를 선택했다면서 실제 개인 연락처와 SNS 계정을 남겼다고 설명했다.
3178,그는 “특기 및 경력사항에 ‘앨범 다수’와 보컬 댄스 트로트까지 가능하다고 썼다고 덧붙였다.
3179,메일로 왔나?라면서 “담당자분들이 보면 그날 하루가 잠깐이라도 재밌지 않겠나.
3180,루이(History Of Kingdom : Part Ⅴ. Louis) 쇼케이스를 가졌다.
3181,또한 뮤지컬 배우 김소현도 본선 진출자들과 함께 꾸민 스페셜 무대를 통해 관객들의 뜨거운 호응을 이끌어 냈다.
3182,한편 스타랭킹은 팬들이 직접 자신의 최애 스타에 투표해 순위를 결정하는 랭킹 투표다.
3183,공개된 이미지에서 김종민 빽가 신지는 따듯한 웜톤 속에서 편안한 미소로 카메라와 눈을 맞추고 있다.
3184,김종민은 듬직한 오빠와 같은 모습으로 빽가는 개구쟁이 같은 소년의 모습으로 신지는 편안한 옆집 누나와 같은 모습을 하고 있어 “누구나 영웅이 될 수 있다 “나의 영웅 나의 반쪽이라는 이번 앨범의 콘셉트를 그대로 표현하고 있다.
3185,‘영웅’은 빠른 비트의 일렉트로닉 댄스 뮤직 장르로 모두 함께 부르며 즐길 수 있는 시원한 멜로디 라인이 매력적인 곡으로 “힘든 시기 나에게 힘이 되어준 너 언제나 내 곁에 있어준 당신이 나의 영웅이라는 뭉클한 메시지를 담고 있다.
3186,‘반쪽’은 코요태 특유의 밝고 신나는 댄스 곡으로 누구나 한 번 들으면 바로 따라 부를 수 있는 중독성 강한 멜로디와 쉬운 가사가 특징인 곡이다.
3187,제공| KBS스포티비뉴스장다희 기자 편스토랑 이찬원이 하숙집 주인 뺨치는 집밥 퍼레이드를 선보인다.
3188,이날 공개된 영상 속 이찬원은 다소 피곤한 듯한 모습으로 잠에서 깨 하루를 시작한다.
3189,전날 밤의 상황을 보여주듯 거실에는 야식을 먹고 미처 치우지 못한 잔해들이 남아있어 의문을 자아낸다.
3190,이찬원이 한참 요리에 집중한 가운데 갑자기 방문이 열리더니 방에서 누군가가 등장해 모두를 깜짝 놀라게 한다.
3191,하나둘씩 기상을 마치자 세 명의 친구가 거실에 옹기종기 모여 이찬원의 아침 밥상을 기다린다.
3192,하숙생들을 위해 부지런히 요리하는 이찬원의 모습은 정이 넘치는 하숙집 주인장 모습 그 자체다.
3193,스페셜MC로 출연한 강남은 결혼 전 이찬원과 친했다면 매일 이찬원 집에 갔을 것이라며 아쉬워하면서도 아이돌들은 이찬원 집 출입금지해야 되는 거 아니냐.
3194,사진 속에는 송가인이 이날 천안에서 전국투어 콘서트를 마친 후 팬미팅을 가지며 팬클럽 어게인과 즐겁게 이야기를 나누는 모습이 담겨 있었다.
3195,송가인은 팬들에게 캐릭터 모양 도시락 명품 반지 명품 운동화 등을 받은 후 귀여워 미쳐 등의 멘트를 적으며 고마움을 표현했다.
3196,사진스타쉽엔터테인먼트 제공 몬스타엑스의 형원은 에이비식스의 신곡 ‘컴플리케이티드’에 작곡으로 참여했다.
3197,에이비식스전웅은 “형원을 봤을 때 벽이 있는 줄 알았다며 “키가 크고 잘생겨서 ‘우와 연예인이다’라는 생각을 하면서 녹음했다.
3198,사진브랜뉴뮤직 제공 이번 앨범에는 형원 외에도 최근 인기리에 방송되고 있는 Mnet 서바이벌 프로그램 ‘스트릿 맨 파이터’ 출연 크루인 YGX의권영돈이 퍼포먼스 디렉터로 참여했다.
3199,에이비식스는 좋아하는 상대를 달콤한 설탕에 비유한 노래 ‘슈가코트’로 본격적인 컴백 활동에 돌입한다.
3200,(엑스포츠뉴스 조혜진 기자) ‘스맨파’ 총연출을 맡은 최정남 PD가 프로그램을 둘러싼 여러 논란과 궁금증에 솔직하게 답했다.
3201,이날 최 PD는 “숫자로 보면 ‘스트릿 우먼 파이터’(이하 ‘스우파’)에 비해 낮은 수치는 아니라고 보고 있다며 중반부까지 방송된 ‘스맨파’에 만족감을 표했다.
3202,그러면서 그는 “댄서들이 춤출 수 있는 음원을 만들어 준다거나 하는 건 작년에 (‘스우파’ 하며) 배운 부분이다.
3203,노래보다는 춤을 먼저 보고 노래까지 들을 수 있도록 하고 싶었는데 그런 쪽으로 가고 있어서 좋다는 이야기를 들었다며 지난 시즌에서 배운 점들을 통해 보완 중이라고 밝혔다.
3204,다만 방송에 앞서 열린 제작발표회에서 권영찬 CP의 “여자 댄서들의 서바이벌은 질투 욕심이 있었다면 남자 댄서들의 의리 자존심이 많이 보여졌다는 발언 이전 시리즈부터 시끄러웠던 파이트 저지의 자격에 대한 논란 등 부정 이슈도 이어졌다.
3205,지난 시즌을 하면서 배틀에 있어서나 퍼포먼스 미션에 심사로 적합하다고 생각했다.
3206,(지난 시즌 당시) 댄서 분들도 보아님의 심사평에 수긍해주셨고 긍정적이셨다고 밝혔다.
3207,프리 추거나 스트릿 씬에 있는 분들에 대해 우영님이 깊이가 남다르다는 걸 알게 됐다고 했다.
3208,댄서분들이 퍼포먼스 하나를 보여줌에 있어 디렉에 대한 것도 충분히 심사평에 들어갈 수 있는 부분이라 함께 하게 됐다고 설명했다.
3209,댄서가 아닌 아이돌 출신을 섭외한 이유로도 그는 “‘스우파’ 댄서 분들 섭외 생각을 안 한 것은 아니지만 댄서의 자리가 없었던 부분에 있어서는 지금 저지 분들의 심사에 대한 리스펙이 컸다고 부연하며 “(방송) 뒷부분에는 스페셜 저지로 참여하는 (댄서) 분들이 조금 더 열려있을 것이라고 했다.
3210,하지만 최근 첫 탈락 크루로 프라임킹즈가 결정되면서 보아를 향한 과도한 비난이 쏟아져 보아와 소속사 SM엔터테인먼트가 나서 법적 조치를 경고하기도.
3211,해당 논란에 대해 최 PD는 “제 입장에서는 저지분들의 심사평에 대한 리스펙이 있다.
3212,그게 방송에 다 담을 수가 없는 부분이다 보니까 방송에 담기지 못한 부분에 오해가 많이 생긴 것 같다.
3213,저지님이 충분히 심사위원으로서 리스펙을 받아야할 분들이라고 생각하고 섭외했다.
3214,또한 그는 “저지 이슈가 있을 때 속상했다며 “무분별한 댓글에 대해서는 회사 차원에서 방법을 강구 중에 있다.
3215,저지도 그렇지만 댄서 MC 등 프로그램 함께하고 있는 분들에 대한 무분별한 욕설이나 발언에 대해 참아주셨으면 한다.
3216,끝으로 최CP는 “작년과는 다르게 다양한 장르의 댄서분들과 콜라보 하는 모습 볼 수 있을 것 같다.
3217,스트릿만 했던 분들이 댄스스포츠 현대무용 장르의 분들과 무대하면 어떤 모습이 나올까 생각했던 부분이 있다.
3218,다른 장르와의 콜라보 무대를 기대해 주시면 좋을 것 같다고 후반부 관전 포인트를 꼽아 향후 방송에도 기대를 더했다.
3219,뉴스엔 배효주 기자 올해 환갑이 된 양조위가 부산국제영화제에서 아이돌 못지 않은 인기를 자랑했다.
3220,양조위 굿즈를 사려는 줄이 아침부터 길게 늘어섰고 그가 등장하는 곳마다 익룡 함성 소리가 소환됐다.
3221,한 해 동안 아시아 영화 산업과 문화발전에 있어 가장 두드러진 활동을 보인 아시아 영화인에게 수여되는 상이다.
3222,양조위는 오픈토크를 비롯 관객과의 대화(GV)를 통해 그를 만나고자 부산을 찾은 팬들과 대면했다.
3223,양조위가 등장할 때는 아이돌 콘서트에서나 들을 법한 익룡 비명소리가 터져나왔다.
3224,진행을 맡은 이동진 평론가가 젊은 팬들이 이렇게 많은 것에 대해 어떻게 생각하나고 묻자 양조위는 기분이 너무 좋다.
3225,배우라면 다양한 연령대 팬들의 응원과 사랑을 받는 것이 꿈일 텐데 이런 꿈을 이뤄 기쁘다고 말했다.
3226,환갑 아저씨 양조위가 어린 팬들까지 끌어모을 수 있었던 가장 큰 이유는 지난해 개봉한 마블 영화 샹치와 텐 링즈의 전설 덕분일 것이다.
3227,기자회견을 통해 그는 배우는 많은 사람들에게 자신의 작품을 보여주고 싶은 마음이 있다며 샹치와 텐 링즈의 전설을 통해 할리우드에 진출한 것은 많은 분들에게 저의 작품을 보여드릴 수 있어서 좋은 경험이었다고 전하기도 했다.
3228,양조위의 굿즈를 사기 위해 부산국제영화제 굿즈샵은 아침부터 인산인해를 이뤘다.
3229,미리 줄을 선 사람들에게 웃돈까지 얹어주면서 구매하는 아이돌 굿즈 문화인 대리 구매까지 나온 가운데 클래식은 영원하다는 말이 무엇인지 그를 통해 느낄 수 있다.
3230,뉴스엔 황혜진 기자 국내 최장수 혼성그룹 코요태(김종민 빽가 신지)가 아이돌 스타일링도 완벽하게 소화했다.
3231,‘영웅’ 이미지를 통해 최장수 혼성그룹의 여유로움과 청량함을 엿볼 수 있었다면 ‘반쪽’ 이미지에선 코요태만의 자유롭고 친숙한 분위기가 녹여져 있어 보는 이들의 마음을 편안하게 만든다.
3232,신보 소식과 새 프로필 사진에 이어 티저 이미지로 팬들의 심박수를 상승시킨 코요태는 이번 앨범 ‘LET’s KOYOTE’에 변함없이 사랑해 준 팬들과 대중에게 전하는 감사의 메시지를 담았다.
3233,신곡 ‘영웅’과 ‘반쪽’으로 ‘코요태 표 흥’을 다시 한번 전파하겠다는 포부다.
3234,또 낫 투데이 불타오르네 작은 것들을 위한 시 Butter 등에서 도입부와 킬링 파트로 팀을 대표하는 존재감을 발휘하며 많은 사랑을 받고 있다.
3235,최근 몇 년간 세대 불문 아이돌이 K팝 주류 시장을 이끄는 만큼 이들의 솔로 출격은 가히 블록버스터 영화들의 격돌이라고 비유할 만큼 눈여겨볼 만하다.
3236,슬기는 이번 솔로 앨범을 통해 좋아하는 상대를 향한 순수한 관심과 짓궂은 장난기를 모두 가진 선과 악이 공존하는 캐릭터를 노래한다.
3237,슬기의 독보적인 보컬과 비오의 감성적인 래핑이 만나 풋풋한 러브송 탄생을 예고한다.
3238,슬기는 그룹 활동뿐 아니라 아이린&amp;슬기 갓 더 비트(GOT the beat) 등 다채로운 활동으로 폭넓은 음악 스펙트럼을 입증해왔다.
3239,매력적인 음색과 뛰어난 가창력 독보적인 퍼포먼스 실력을 겸비한 슬기가 솔로 앨범에서는 어떤 모습을 보여줄지 기대가 모인다.
3240,뮤지컬 예능 등 다양한 분야에서 활동한 뒤 발매하는 솔로 앨범이기에 나 홀로 활동을 오래 기다려온 팬들의 반응도 매우 뜨거웠다.
3241,첫 솔로 앨범 ‘브랜드 뉴’(Brand New)는 새로운 모습을 보여주겠다는 시우민의 각오가 담겼다.
3242,수록곡 ‘하우 위 두’(How We Do)에는 NCT 마크가 피처링 및 랩메이킹에 참여해 선후배 시너지를 발휘했다.
3243,사진카덴차레코즈 제공 그룹 갓세븐의 제이비의 두 번째 EP ‘비 유어 셀프’(Be Yourself)는 남들의 시선을 의식하기보다는 자유롭게 자신을 있는 그대로 보여주고자 하는 진솔한 메시지를 담아낸 앨범이다.
3244,타이틀 곡 ‘고 업’(go UP)은 뉴잭스윙의 오케스트레이션 히트 사운드를 펑크 장르에 접목한 펑크(funk) 팝 장르다.
3245,“사랑 노래보다 자유 혹은 우정에 관해 이야기하고 싶었다는 이 가수의 말처럼 노래를 통해 전달하려는 메시지와 변화무쌍한 보컬의 조화가 통쾌함을 선사한다.
3246,사진플레디스 엔터테인먼트 제공 국내외 활동으로 쉴 틈 없는 세븐틴의 멤버 준은 선보인 디지털 싱글 ‘림보’(LIMBO)로 솔로의 목소리를 높였다.
3247,다크 미디엄 팝 장르의 신곡은 준의 관능적인 내레이션으로 시작해 절제되고 섬세한 R&amp;B 스타일의 보컬과 파워풀한 기타 사운드가 돋보인다.
3248,진정한 사랑을 꿈꾸지만 망설이는 연인에게 보여 주는 비밀스러운 장소이자 사랑에 빠진 감정이 만든 공간을 ‘림보’로 표현한 가사도 인상적이다.
3249,나르시시즘에 빠진 준이 상대방을 유혹하는 섹시한 모습과 함께 점차 자신을 잃어가는 과정이 담겼다.
3250,한편 스타랭킹은 팬들이 직접 자신의 최애 스타에 투표해 순위를 결정하는 랭킹 투표다.
3251,전국 떠돌며 곡예·춤·노래 종합 공연 남사당놀이로 전통의 흥 DNA 이어가 조선 후기 대중음악을 이끌며 민중들의 연예인이 된 이들이 있습니다.
3252,남사당은 조선 시대 서민층에서 자연 발생적으로 형성‧발전했고 전국의 장터와 마을을 떠돌아다니며 곡예‧춤‧노래를 공연했던 유랑예인집단이에요.
3253,우리 대중문화의 원류를 찾는 중심점에 빠지지 않는 남사당패에 대해 알아보고 영화 속이 아닌 현실에서 그 명맥을 잇고 있는 이들을 만나봤습니다.
3254,남사당패는 전문화된 공연집단으로 정착하지 않고 여러 곳을 다니면서 공연을 하고 그 대가를 받아 생활했죠.
3255,특히 사찰과 밀접한 관련성을 지니는데 사찰에 주로 머물면서 승려들이 만드는 부적을 팔고 수입의 일부를 절에 기부하면서 활동했어요.
3256,각 연희 분야의 우두머리로 조장에 해당하는 뜬쇠가 있고 그 아래로 규모에 따라 해당 연희를 익힌 가열(보통 기능자)들을 둡니다.
3257,삐리는 꼭두쇠의 판단에 따라 적당한 뜬쇠에게 배속돼 잔심부름부터 시작해서 점차 재주를 익혀 가열로 성장해요.
3258,왼쪽부터 버나를 든 문시윤 학생모델 한삼을 착용한 민유빈·어름산이로 변신한 정해원 학생기자.
3259,남사당놀이는 풍물 버나(접시돌리기) 땅재주인 살판 줄타기인 어름 탈놀이인 덧뵈기 인형극‧꼭두각시놀음인 덜미 총 여섯 마당으로 구성됩니다.
3260,풍물에 사용되는 악기를 연주해 배경음악으로 삼고 놀이판마다 재담과 해학 익살 사회 비판의 요소를 갖고 있죠.
3261,남사당놀이는 재치 있는 대화와 상징적인 춤과 몸짓을 통해 자유와 평등사상을 옹호했습니다.
3262,단지 흥만 주는 것이 아니라 목소리를 낼 수단이 없던 민중을 대신해서 문제를 제기하도록 만들어졌죠.
3263,양반 사회를 비판하는 놀이를 펼치며 남성 중심 세계에서 여성들의 삶을 해학적으로 묘사함으로써 성 평등과 인간 존중의 이상을 보여주기도 했죠.
3264,남사당놀이는 현대 문화 창조의 원천으로서 한국 공연예술을 대표한다고도 할 수 있어요.
3265,버나 가정에서 곡물을 거르는 데 쓰는 채를 돌리기 쉽도록 가죽으로 둥글고 넓적하게 개조한 것을 돌리는 것을 말해요.
3266,재담을 주고받으면서 담뱃대나 기다란 나무로 버나를 돌리고 하늘 높이 던지며 받아내는 공연이죠.
3267,어릿광대와 꾼이 재담을 주고받으며 서로 땅재주를 부리는 놀이로 흥이 넘치는 남사당 풍물 가락에 익살 넘치는 공연을 보여주죠.
3268,어름 ‘줄타기 놀이’의 남사당 용어로 줄타기하는 사람을 ‘어름산이’라고 부릅니다.
3269,줄 위에서 하늘 위로 높이 치솟으며 부리는 재주는 손에 땀을 쥐고 보게 해요.
3270,덧뵈기 ‘탈을 쓰고 덧본다’라는 뜻에서 사용된 탈춤놀이의 남사당 말이에요.
3271,남사당의 덧뵈기는 우리나라의 남부·중부·북부지방의 다양한 탈놀이를 종합하여 만들었죠.
3272,특정 지역성을 띄지는 않지만 재담·춤사위·연희 등 해학적인 풍자와 세련된 만담이 다른 지역의 탈놀이와 차별성을 갖습니다.
3273,덜미 민속 인형극 꼭두각시놀음의 남사당 용어로 목덜미를 쥐고 노는 인형놀이 또는 뒷덜미를 잡혀서 노는 인형놀이라는 뜻에서 유래됐어요.
3274,바우덕이 후예 안성 남사당 바우덕이 풍물단 남사당패 중 안성 남사당패가 전국 최고로 자리매김한 것은 ‘바우덕이’라는 인물 때문입니다.
3275,경기도 안성에서 가난한 소작농의 딸로 태어난 바우덕이의 본래 이름은 김암덕.
3276,남사당에 대해 알아보기 위해 문시윤 학생모델·민유빈·정해원 학생기자(왼쪽부터)가 안성 바우덕이 풍물단의 공연을 보고 직접 남사당놀이를 배워봤다.
3277,바우덕이가 이끄는 안성 남사당패가 평범한 서민 공연단에서 조선의 대표 공연단으로 껑충 뛰어오른 계기는 경복궁 중건입니다.
3278,그 후 전국 공연을 다니면 그 지역 남사당패가 절을 하며 맞아들일 정도로 존경받았죠.
3279,이때부터 안성 남사당패는 ‘바우덕이’라는 통칭으로 불렸으며 ‘바우덕이가 왔다’ 하면 구경꾼이 몰려들었다고 해요.
3280,소중 학생기자단이 이들의 공연을 보기 위해 안성시 보개면에 있는 안성맞춤랜드의 남사당 공연장을 찾았습니다.
3281,허공에 매달린 팽팽한 외줄 위에서 잰걸음으로 걷고 달리고 하는 모습을 보고 있으면 덩달아 심장이 철렁 내려앉는 기분이다.
3282,남사당에 쓰이는 소품과 각종 굿즈를 살펴본 뒤 원형 공연장에 자리를 잡고 앉아 한판 신명 나게 놀아볼 준비를 하니 무대에 어름산이가 등장했습니다.
3283,공중에서 부리는 재주가 ‘얼음판을 걷듯 아슬아슬하다’ ‘얼음 위를 조심스럽게 걷듯이 어렵다’는 뜻으로 붙인 어름은 남사당 기예 중 으뜸으로 꼽히는데요.
3284,허공에 매달린 팽팽한 외줄 위에서 잰걸음으로 걷고 달리고 공중회전까지 하는 모습을 보고 있으면 심장이 쫄깃해지는 기분이죠.
3285,하지만 줄처럼 탄력이 좋은 몸놀림과 활짝 펼쳐진 부채로 절묘하게 균형을 잡아나갔어요.
3286,줄 건너기에 성공하자 관객들은 조였던 가슴을 쓸어내리며 일제히 박수갈채를 보냈습니다.
3287,“아 내가 어렵게 건너고 싶어서 건너는 게 아니라 잘 치는 사람은 잘 쳐주는데 어떤 분은 박수를 걸쩍지근하게 쳐주시니까 힘이 안 나서… 말이 끝나기도 전에 힘찬 박수가 터져 나왔어요.
3288,상모돌리기는 모자를 쓰고 모자에 매단 장식을 돌리면서 추는 춤을 의미한다.
3289,이에 신바람이 난 어름산이는 엉덩이로 줄 위에 앉았다가 일어서고 가랑이 사이로 줄을 타며 줄의 탄력을 이용해 높이 뛰는 등 기발한 묘기를 선보였죠.
3290,일부러 줄 아래로 떨어지다가 다시 하늘로 솟구쳐 오르는 기술을 보이면 관객의 심장도 철렁 내려앉아 탄성이 절로 나옵니다.
3291,재주를 다 보여주고 줄에서 내려갈 때도 관객들의 박수 소리에 맞춰서 내려갔죠.
3292,허공을 휘저으며 돌아가는 채상의 멋과 다양한 춤사위가 사람들의 관심과 흥을 이끌어 낸다.
3293,허공을 휘저으며 돌아가는 채상의 멋과 다양한 춤사위가 사람들의 관심과 흥을 이끌어 낸다.
3294,풍물패의 다양한 움직임을 진법이라고 하는데 형태에 따라 외줄 쌍줄 네 줄의 형태를 비롯해 원형 삼각형 오각형 지그재그 등 다양한 대형을 지닙니다.
3295,그리고 벅구놀이 상모돌리기 무동타기 아이를 던져 받는 새미받기 등의 다양한 놀이가 있어요.
3296,풍물놀이에서 소고를 맡아 치는 사람이 몸을 공중에 날리며 비스듬히 원을 그리는 춤사위를 선보였다.
3297,웃다리 가락의 풍물 소리가 쩌렁쩌렁 울리자 관객들은 박수와 환호로 박자를 맞추며 공연에 합류했습니다.
3298,줄타기를 보며 덩달아 긴장되었던 근육은 풍물 소리에 들썩이다 보면 절로 풀어지는데요.
3299,서로 버나를 던지고 주고받으며 묘기를 보여주는 와중에도 쉬지 않고 돌아가는 버나에 놀랄 수밖에 없었죠.
3300,바우덕이 후예들이 펼치는 무대는 뜨겁게 달아올라 공연자와 관람자를 하나로 만들었어요.
3301,우리 조상들이 농사일의 고단함을 이렇게 한판 놀이로 풀어냈구나 생각이 들며 답답하게 쌓여있던 일상의 피로가 시원하게 풀어지는 듯했죠.
3302,버나는 가정에서 곡물을 거르는 데 쓰는 채를 돌리기 쉽도록 가죽으로 둥글고 넓적하게 개조한 것을 돌리며 묘기를 부리는 것이다.
3303,담뱃대나 기다란 나무 채로 버나를 돌리고 하늘 높이 던지며 받아내는 묘기를 보여주는 와중에도 버나는 쉬지 않고 돌아간다.
3304,남사당놀이 이수자를 만나다 안성 바우덕이 풍물단에서 징을 연주하는 김동규 단원은 상설공연에서 멋진 말솜씨를 뽐내는 사회자로도 활약합니다.
3305,여성 어름산이 서주향 단원은 공연에서 바우덕이 역할로 큰 사랑을 받고 있죠.
3306,이내 양반다리로 줄 위에 걸터앉아 여유를 부리는 모습에 학생기자단의 입에서 함성이 나왔어요.
3307,처음 하는 줄타기이지만 서주향 단원이 손을 잡고 이끌어줘서 정해원 학생기자가 안정적으로 줄 위를 걸을 수 있었다.
3308,처음 하는 줄타기이지만 서주향 단원이 손을 잡고 이끌어줘서 문시윤 학생모델이 안정적으로 줄 위를 걸을 수 있었다.
3309,처음 하는 줄타기이지만 서주향 단원이 손을 잡고 이끌어줘서 민유빈 학생기자가 안정적으로 줄 위를 걸을 수 있었다.
3310,허공에 있는 가느다란 줄 위에서 중심 잡기가 얼마나 어려울지 예측 가능할 텐데요.
3311,‘꺅~꺅~’ 소리를 지르며 무서워했지만 서 단원이 손을 잡고 이끌어줘서 모두 줄 위를 걸을 수 있었습니다.
3312,“일단 중심 자체가 흐트러지지 않고 딱 자기의 중심을 잡아줄 수 있는 힘이 필요해요.
3313,소중 학생기자단이 체험용 버나와 버나채를 이용해 돌리기 던지고 받기 다리 통과하기 등의 기술을 체험했다.
3314,소중 학생기자단이 체험용 버나와 버나채를 이용해 돌리기 던지고 받기 다리 통과하기 등의 기술을 체험했다.
3315,탈춤을 출 때 손목에 착용하는 긴 소매인 한삼을 착용하고 양팔을 좌우로 움직였어요.
3316,“무릎을 굽히며 하나 둘 셋 넷 양팔을 좌우로 움직이고 다음 동작에선 손을 이마에 붙여줍니다.
3317,양팔을 위아래로 흔들며 제자리에서 돌아보는 동작까지 배우고 쭉 이어서 연습해봤어요.
3318,김 단원이 장구를 치고 그 장단에 맞춰 소중 학생기자단이 탈춤을 치며 마무리했죠.
3319,김동규 단원이 장구를 치고 그 장단에 맞춰 소중 학생기자단이 탈춤을 췄다.
3320,먹고 살기 위해 많은 사람이 풍물놀이를 했는데 경쟁하는 풍물패보다 더 뛰어난 게 있어야 하잖아요.
3321,옆 동네 가니까 이상한 접시 돌리는데 재밌더라 그럼 그 사람들을 데리고 오든지 아니면 그들한테 배워 와서 남사당에 맞춰 개발하고 이러면서 많은 재주가 만들어진 거죠.
3322,노래 춤 줄타기 재주도 구르고 하는 게 종합적인 무대를 만들기 위한 방편인 거죠.
3323,김: 문헌에 의미가 많이 남아 있지 않은 것도 있는데 우선 알려진 거로 말하자면 풍물놀이는 군대에서 행진할 때 무속 신앙을 할 때 연주할 수도 있고 농번기 모심기할 때 흥을 내라고 하는 의미가 있죠.
